date,company,up,down,views,stars,comments
2006-06-28,,4,0,1300,0,26
2006-06-30,,4,0,294,1,8
2006-07-04,,4,0,388,0,7
2006-07-05,,4,1,293,0,4
2006-07-14,,4,0,249,0,11
2006-07-15,,2,1,749,2,11
2006-07-15,,1,0,694,0,8
2006-07-15,,1,0,1200,0,5
2006-07-17,,1,0,729,0,30
2006-07-19,,0,0,781,0,18
2006-07-20,,1,0,553,0,5
2006-07-20,,1,0,766,0,2
2006-07-21,,1,0,473,0,7
2006-07-24,,1,0,518,0,11
2006-07-24,,1,1,518,0,6
2006-07-24,,1,0,487,0,1
2006-07-25,,0,2,299,0,3
2006-07-25,,1,0,456,0,2
2006-07-27,,1,0,297,0,14
2006-07-29,,0,0,251,0,5
2006-08-03,,4,0,351,0,12
2006-08-04,,1,0,402,0,19
2006-08-04,,1,1,426,0,18
2006-08-04,,0,0,272,0,2
2006-08-06,,0,0,405,0,6
2006-08-07,,0,0,553,2,32
2006-08-07,,3,0,309,0,5
2006-08-07,,0,0,248,0,1
2006-08-08,,1,0,317,3,8
2006-08-08,,4,0,255,0,5
2006-08-08,,1,0,241,0,5
2006-08-09,,0,0,243,0,2
2006-08-11,,3,0,566,0,4
2006-08-11,,1,0,230,0,4
2006-08-12,,4,0,370,3,13
2006-08-12,,2,0,627,1,0
2006-08-13,,1,0,229,0,1
2006-08-17,,3,1,215,0,4
2006-08-18,,2,0,457,0,11
2006-08-21,,3,0,208,0,0
2006-08-22,,1,0,373,0,2
2006-08-23,,5,0,422,0,4
2006-08-24,,1,0,199,0,4
2006-08-26,,2,0,236,0,10
2006-08-27,,3,0,344,0,7
2006-08-29,,4,1,779,3,65
2006-08-29,,5,4,594,1,8
2006-08-29,,2,0,1100,1,1
2006-08-30,,3,0,234,0,9
2006-08-30,,3,0,225,1,5
2006-08-31,,4,0,222,0,2
2006-08-31,,8,0,198,0,2
2006-09-02,,0,11,235,0,0
2006-09-03,,7,1,235,1,14
2006-09-04,,6,0,313,0,20
2006-09-04,,7,1,252,1,15
2006-09-04,,2,0,242,0,1
2006-09-04,,4,0,190,0,1
2006-09-05,,5,1,287,1,4
2006-09-05,,2,2,645,0,2
2006-09-05,,4,1,207,0,2
2006-09-05,,2,0,267,0,1
2006-09-05,,1,1,416,0,0
2006-09-07,,0,0,389,0,8
2006-09-12,,3,3,402,0,3
2006-09-12,,1,0,191,0,0
2006-09-13,,3,0,157,0,1
2006-09-14,,6,0,292,0,4
2006-09-16,,4,0,206,0,3
2006-09-16,,2,3,180,0,1
2006-09-17,,5,0,259,0,20
2006-09-26,,7,0,400,0,29
2006-09-26,,8,0,280,0,9
2006-09-26,,3,0,188,0,9
2006-09-26,,5,1,211,0,3
2006-09-26,,2,0,175,0,3
2006-09-26,,2,0,164,0,3
2006-09-26,,1,0,253,0,2
2006-09-27,,1,1,267,0,4
2006-09-27,,3,3,190,0,3
2006-09-27,,4,2,227,0,2
2006-09-27,,5,1,187,0,2
2006-09-27,,2,2,223,0,1
2006-09-27,,2,1,174,0,1
2006-09-28,,2,9,381,0,10
2006-09-28,,4,1,242,0,6
2006-09-29,,10,1,750,2,26
2006-09-29,,9,2,312,1,25
2006-09-29,,7,5,502,0,11
2006-09-29,,5,1,214,1,8
2006-09-30,,10,0,255,0,10
2006-10-02,,5,0,180,1,15
2006-10-03,,16,0,168,1,30
2006-10-03,,13,0,213,1,14
2006-10-03,,6,0,158,0,3
2006-10-03,,5,0,134,0,3
2006-10-04,,6,3,237,1,16
2006-10-04,,7,0,132,0,5
2006-10-04,,13,10,266,2,2
2006-10-04,,2,0,196,0,2
2006-10-04,,1,4,130,0,2
2006-10-05,,2,4,260,0,14
2006-10-05,,2,9,175,0,11
2006-10-05,,8,2,231,1,3
2006-10-06,,5,4,2800,2,68
2006-10-06,,5,5,166,3,10
2006-10-06,,5,1,251,0,5
2006-10-06,,3,1,193,0,5
2006-10-07,,7,1,350,0,1
2006-10-08,,8,1,262,1,10
2006-10-08,,5,3,248,0,8
2006-10-08,,5,0,151,0,1
2006-10-09,,10,4,158,1,35
2006-10-09,,3,2,177,0,1
2006-10-09,,1,4,148,0,1
2006-10-10,,29,3,505,1,31
2006-10-10,,2,2,954,0,8
2006-10-11,,8,6,140,0,12
2006-10-11,,5,7,154,0,5
2006-10-11,,5,2,284,0,4
2006-10-11,,2,1,146,0,4
2006-10-11,,5,7,128,0,2
2006-10-12,,5,2,156,0,14
2006-10-12,,11,3,141,1,6
2006-10-12,,3,3,143,0,5
2006-10-12,,7,2,423,0,4
2006-10-12,,5,8,150,0,1
2006-10-13,,0,0,579,2,11
2006-10-14,,10,0,184,1,6
2006-10-15,,10,1,465,1,25
2006-10-15,,15,0,151,2,21
2006-10-15,,15,0,149,0,14
2006-10-17,,5,3,323,5,11
2006-10-17,,5,3,193,0,9
2006-10-17,,6,1,309,0,7
2006-10-17,,0,0,343,1,6
2006-10-18,,6,3,731,3,72
2006-10-18,,9,2,218,0,10
2006-10-18,,7,2,143,0,8
2006-10-18,,0,0,140,0,7
2006-10-18,,0,0,293,0,0
2006-10-19,,3,2,207,0,9
2006-10-19,,9,0,228,1,1
2006-10-20,,5,2,207,0,9
2006-10-20,,4,2,160,1,8
2006-10-20,,7,1,331,2,5
2006-10-21,,11,0,165,0,5
2006-10-22,,13,1,197,0,35
2006-10-22,,0,0,362,0,31
2006-10-22,,5,0,177,1,3
2006-10-23,,3,1,168,0,28
2006-10-23,,6,2,380,1,27
2006-10-23,,8,1,193,1,6
2006-10-23,,6,1,223,0,6
2006-10-23,,2,0,152,0,2
2006-10-23,,2,4,133,0,1
2006-10-24,,3,1,125,0,5
2006-10-24,,4,3,147,0,1
2006-10-25,,12,0,338,1,27
2006-10-25,,12,1,142,1,22
2006-10-25,,7,5,153,1,20
2006-10-25,,13,0,298,0,11
2006-10-26,,7,1,591,1,16
2006-10-26,,6,1,146,0,6
2006-10-27,,6,1,441,6,69
2006-10-27,,12,2,975,1,12
2006-10-27,,5,3,169,0,6
2006-10-29,,2,1,401,0,3
2006-10-29,,0,0,307,0,3
2006-10-29,,4,0,221,0,3
2006-10-29,,7,0,157,0,1
2006-10-30,,7,5,172,5,52
2006-10-30,,3,3,120,0,18
2006-10-30,,18,1,131,0,16
2006-10-30,,10,10,296,0,15
2006-10-30,,16,3,161,1,13
2006-10-30,,1,3,122,0,13
2006-10-30,,1,1,166,0,9
2006-10-30,,3,0,135,0,9
2006-10-30,,5,0,177,0,6
2006-10-30,,6,2,243,0,5
2006-10-30,,3,2,156,0,3
2006-10-30,,1,0,148,0,3
2006-10-30,,6,1,180,0,1
2006-10-30,,1,8,180,0,1
2006-10-30,,6,1,140,0,1
2006-10-30,,1,10,132,0,1
2006-10-30,,2,2,232,0,0
2006-10-30,,2,2,138,0,0
2006-10-31,,7,2,151,0,24
2006-10-31,,13,0,670,18,13
2006-10-31,,13,2,304,0,7
2006-10-31,,7,4,232,0,3
2006-11-01,,30,1,150,7,42
2006-11-01,,2,3,157,0,21
2006-11-01,,11,7,187,0,20
2006-11-01,,6,8,131,0,8
2006-11-02,,10,8,159,0,17
2006-11-02,,9,3,187,0,9
2006-11-02,,7,2,421,0,7
2006-11-02,,11,7,223,3,5
2006-11-02,,6,4,142,0,4
2006-11-02,,0,0,205,0,0
2006-11-03,,19,0,156,0,55
2006-11-03,,7,6,283,0,16
2006-11-03,,4,3,194,0,6
2006-11-03,,2,0,181,0,5
2006-11-03,,24,4,135,0,5
2006-11-04,,20,13,163,0,16
2006-11-04,,13,5,171,0,10
2006-11-04,,6,0,334,1,6
2006-11-04,,7,1,182,0,5
2006-11-04,,4,3,935,0,2
2006-11-04,,6,2,908,1,0
2006-11-06,,11,3,334,0,21
2006-11-06,,4,4,139,0,20
2006-11-06,,5,4,827,2,10
2006-11-06,,6,3,165,2,6
2006-11-06,,7,0,1500,2,4
2006-11-07,,18,4,166,1,34
2006-11-07,,4,2,146,0,14
2006-11-07,,5,2,139,0,6
2006-11-07,,6,0,123,0,1
2006-11-07,,6,0,261,0,0
2006-11-08,,5,1,122,0,14
2006-11-08,,4,1,177,0,9
2006-11-08,,5,1,747,0,2
2006-11-08,,6,1,1300,2,0
2006-11-08,,3,4,226,1,0
2006-11-09,,24,6,339,16,69
2006-11-09,,3,0,190,0,0
2006-11-09,,1,0,173,0,0
2006-11-09,,4,1,125,0,0
2006-11-10,,15,4,187,0,33
2006-11-10,,5,3,927,1,32
2006-11-10,,10,0,299,2,10
2006-11-10,,3,2,347,1,7
2006-11-11,,4,2,159,0,10
2006-11-11,,5,2,453,0,2
2006-11-11,,11,2,156,0,2
2006-11-12,,6,2,248,0,30
2006-11-12,,4,3,127,0,20
2006-11-12,,4,4,164,0,3
2006-11-15,,11,4,183,0,24
2006-11-15,,1,1,1500,0,12
2006-11-15,,17,5,240,1,7
2006-11-15,,3,1,105,0,5
2006-11-15,,1,2,115,0,4
2006-11-15,,5,3,210,0,2
2006-11-16,,9,2,1600,3,20
2006-11-16,,4,0,229,0,0
2006-11-17,,8,2,653,0,5
2006-11-19,,1,2,163,0,6
2006-11-19,,4,4,198,1,4
2006-11-19,,4,4,132,0,2
2006-11-19,,2,0,170,0,0
2006-11-20,,5,1,327,1,2
2006-11-21,,2,4,133,0,1
2006-11-22,,4,12,245,0,53
2006-11-22,,11,1,483,3,15
2006-11-23,,19,0,150,3,8
2006-11-26,,16,0,132,2,18
2006-11-26,,10,1,198,0,8
2006-11-27,,21,1,153,4,19
2006-11-27,,6,4,204,0,11
2006-11-27,,5,4,131,0,7
2006-11-27,,3,5,232,0,0
2006-11-29,,15,0,182,1,10
2006-11-29,,3,3,294,0,9
2006-11-29,,7,2,300,3,0
2006-11-30,,13,2,315,0,21
2006-11-30,,1,11,277,0,11
2006-11-30,,6,5,169,0,4
2006-12-01,,44,12,154,2,51
2006-12-01,,16,1,1100,24,15
2006-12-01,,2,6,144,1,7
2006-12-01,,20,2,128,0,7
2006-12-01,,7,4,212,1,0
2006-12-02,,2,0,147,0,9
2006-12-02,,8,1,308,0,7
2006-12-02,,4,2,184,0,2
2006-12-02,,4,0,116,0,2
2006-12-03,,13,2,615,3,1
2006-12-04,,21,4,928,13,5
2006-12-04,,12,1,164,1,2
2006-12-04,,4,2,121,0,1
2006-12-05,,33,1,315,6,5
2006-12-05,,19,3,152,0,5
2006-12-05,,2,2,130,0,4
2006-12-06,,9,1,249,0,17
2006-12-06,,15,0,303,1,7
2006-12-07,,25,0,176,0,13
2006-12-07,,9,4,185,0,6
2006-12-07,,12,1,257,5,0
2006-12-08,,35,2,599,11,16
2006-12-08,,9,1,443,0,13
2006-12-08,,15,2,142,0,7
2006-12-09,,25,2,219,1,28
2006-12-09,,9,1,857,2,22
2006-12-09,,5,8,127,0,6
2006-12-10,,33,1,339,11,32
2006-12-10,,6,3,513,3,23
2006-12-10,,7,3,192,2,4
2006-12-11,,6,0,817,2,41
2006-12-11,,12,1,291,7,21
2006-12-11,,4,1,151,0,2
2006-12-12,,4,4,246,1,4
2006-12-12,,7,1,209,2,0
2006-12-13,,10,2,336,2,41
2006-12-13,,14,1,207,2,24
2006-12-13,,18,1,119,1,15
2006-12-13,,9,2,413,1,10
2006-12-14,,15,0,985,1,21
2006-12-14,,16,2,159,1,17
2006-12-14,,5,1,124,0,3
2006-12-15,,15,1,1200,1,25
2006-12-15,,8,2,164,0,9
2006-12-15,,3,1,254,1,5
2006-12-16,,12,1,149,0,12
2006-12-16,,4,2,230,0,2
2006-12-17,,13,1,943,1,16
2006-12-17,,7,9,195,0,9
2006-12-17,,7,4,233,0,4
2006-12-18,,31,6,257,0,143
2006-12-19,,2,2,358,0,39
2006-12-19,,9,14,122,2,35
2006-12-19,,43,1,695,11,27
2006-12-19,,5,7,175,0,21
2006-12-19,,19,0,203,0,16
2006-12-19,,3,2,365,4,15
2006-12-19,,10,7,193,1,11
2006-12-19,,18,4,586,0,9
2006-12-19,,2,4,241,0,6
2006-12-19,,4,0,197,0,5
2006-12-19,,7,3,130,1,2
2006-12-19,,5,3,147,1,1
2006-12-19,,7,0,159,0,1
2006-12-19,,1,0,138,0,0
2006-12-20,,4,1,226,0,15
2006-12-20,,17,3,1200,1,10
2006-12-20,,13,1,286,1,5
2006-12-20,,2,4,155,0,0
2006-12-20,,2,3,115,0,0
2006-12-21,,31,5,808,26,52
2006-12-21,,2,7,152,0,4
2006-12-22,,22,1,320,5,25
2006-12-22,,14,4,216,0,16
2006-12-22,,10,0,187,0,5
2006-12-22,,6,2,218,0,3
2006-12-23,,6,5,287,1,4
2006-12-25,,25,3,379,0,53
2006-12-25,,19,6,413,1,19
2006-12-26,,6,4,328,1,17
2006-12-26,,10,0,246,1,15
2006-12-26,,7,1,941,1,2
2006-12-26,,0,0,181,0,1
2006-12-27,,11,7,842,2,18
2006-12-27,,5,1,193,1,9
2006-12-28,,70,6,2300,86,35
2006-12-28,,70,6,2300,86,35
2006-12-28,,6,4,2400,2,18
2006-12-28,,9,0,141,0,8
2006-12-28,,5,3,324,0,7
2006-12-29,,9,6,154,0,15
2006-12-29,,12,2,219,0,3
2006-12-30,,15,4,166,2,12
2006-12-30,,10,2,133,0,3
2006-12-30,,6,2,586,5,1
2006-12-30,,19,2,3300,7,0
2006-12-31,,17,5,189,1,27
2006-12-31,,27,0,983,41,23
2006-12-31,,6,3,111,0,10
2007-01-02,,6,8,301,0,12
2007-01-03,,27,3,377,1,26
2007-01-05,,16,4,215,0,12
2007-01-06,,29,7,309,17,62
2007-01-07,,5,4,350,4,10
2007-01-07,,8,2,106,0,4
2007-01-08,,6,3,145,4,9
2007-01-08,,8,2,217,0,7
2007-01-08,,6,1,153,0,7
2007-01-08,,3,3,247,0,2
2007-01-09,,20,0,172,0,9
2007-01-09,,4,0,344,0,3
2007-01-09,,0,3,135,0,1
2007-01-10,,17,3,246,4,29
2007-01-10,,25,2,149,0,11
2007-01-10,,20,0,142,0,6
2007-01-10,,10,7,1300,3,5
2007-01-10,,2,3,384,0,5
2007-01-11,,15,1,122,0,17
2007-01-11,,32,4,117,1,15
2007-01-11,,3,0,259,0,5
2007-01-12,,58,4,215,1,204
2007-01-12,,21,4,199,2,39
2007-01-12,,30,2,132,1,13
2007-01-12,,16,5,132,0,10
2007-01-12,,3,1,110,0,6
2007-01-13,,6,8,178,0,42
2007-01-14,,28,5,166,2,61
2007-01-14,,20,4,166,0,45
2007-01-15,,8,9,476,2,20
2007-01-15,,21,3,208,0,14
2007-01-15,,0,8,138,0,10
2007-01-15,,20,6,457,4,6
2007-01-15,,13,0,420,0,3
2007-01-16,,37,1,523,8,42
2007-01-16,,16,1,947,5,3
2007-01-16,,16,1,947,5,3
2007-01-16,,3,2,1100,2,0
2007-01-17,,19,2,514,3,33
2007-01-17,,12,3,357,2,20
2007-01-17,,7,9,241,0,16
2007-01-17,,16,1,616,3,13
2007-01-17,,6,7,181,1,13
2007-01-17,,18,0,333,9,11
2007-01-17,,7,7,292,0,9
2007-01-17,,19,4,215,1,7
2007-01-17,,8,2,366,3,5
2007-01-17,,13,1,350,0,5
2007-01-17,,4,6,260,0,1
2007-01-17,,2,7,157,0,0
2007-01-18,,27,8,997,6,115
2007-01-18,,14,1,141,1,24
2007-01-18,,11,6,205,0,23
2007-01-18,,41,2,360,10,15
2007-01-18,,28,2,135,0,12
2007-01-18,,3,1,252,1,2
2007-01-18,,6,0,182,1,0
2007-01-19,,38,17,342,0,64
2007-01-19,,16,11,409,0,54
2007-01-19,,12,1,242,8,13
2007-01-19,,3,3,215,0,4
2007-01-20,,18,3,1000,3,10
2007-01-20,,11,0,388,5,8
2007-01-21,,27,2,364,1,10
2007-01-22,,25,8,194,1,19
2007-01-22,,16,2,357,0,13
2007-01-23,,40,10,179,0,138
2007-01-23,,14,10,187,0,30
2007-01-23,,12,4,130,2,27
2007-01-23,,32,1,154,0,24
2007-01-23,,21,2,204,2,10
2007-01-23,,23,7,133,1,8
2007-01-23,,13,0,178,0,6
2007-01-23,,3,1,139,0,4
2007-01-23,,2,6,359,0,2
2007-01-23,,5,2,1100,2,0
2007-01-24,,11,2,385,0,12
2007-01-24,,10,1,137,1,9
2007-01-24,,3,0,227,0,5
2007-01-25,,25,2,265,4,18
2007-01-25,,3,2,728,3,3
2007-01-25,,2,2,246,0,0
2007-01-26,,28,10,252,2,73
2007-01-26,,18,0,107,0,39
2007-01-26,,13,3,134,0,29
2007-01-26,,9,7,219,4,19
2007-01-26,,3,5,183,0,7
2007-01-26,,6,1,160,0,4
2007-01-26,,2,1,198,0,0
2007-01-27,,42,2,269,1,57
2007-01-27,,13,2,144,1,24
2007-01-27,,15,4,179,0,8
2007-01-27,,5,2,163,1,7
2007-01-27,,13,2,295,3,6
2007-01-27,,5,1,137,0,2
2007-01-27,,2,1,242,0,0
2007-01-28,,8,20,313,0,13
2007-01-28,,9,1,173,3,0
2007-01-29,,15,2,574,18,36
2007-01-29,,16,1,163,1,36
2007-01-29,,42,2,91,3,32
2007-01-29,,28,2,127,1,13
2007-01-29,,14,1,576,1,7
2007-01-30,,36,3,469,10,85
2007-01-30,,13,7,270,1,16
2007-01-30,,25,3,210,0,16
2007-01-30,,12,5,610,2,4
2007-01-30,,4,3,267,0,4
2007-01-30,,4,2,198,0,3
2007-01-30,,12,3,430,1,0
2007-01-30,,4,1,259,1,0
2007-01-31,,17,9,162,0,21
2007-01-31,,23,7,336,15,20
2007-01-31,,28,1,476,1,20
2007-01-31,,16,3,273,4,17
2007-01-31,,2,0,577,2,17
2007-01-31,,16,4,211,0,14
2007-01-31,,5,1,149,0,14
2007-01-31,,9,2,274,0,6
2007-01-31,,5,2,177,0,6
2007-01-31,,17,2,125,1,5
2007-01-31,,4,2,774,2,2
2007-01-31,,3,2,1500,2,1
2007-02-01,,55,4,101,1,30
2007-02-01,,0,2,105,0,15
2007-02-01,,7,5,113,0,9
2007-02-01,,13,3,1200,4,8
2007-02-01,,10,2,703,0,7
2007-02-01,,2,0,139,0,7
2007-02-01,,1,6,132,0,3
2007-02-01,,1,5,145,0,0
2007-02-02,,18,2,356,4,111
2007-02-02,,30,9,142,0,56
2007-02-02,,37,3,111,2,29
2007-02-02,,4,1,212,0,16
2007-02-02,,15,2,143,2,15
2007-02-02,,17,1,988,4,9
2007-02-02,,4,3,858,1,6
2007-02-02,,4,3,140,0,6
2007-02-02,,4,2,118,2,4
2007-02-02,,2,1,165,0,2
2007-02-02,,6,2,179,0,0
2007-02-03,,25,5,196,1,21
2007-02-03,,26,3,215,0,18
2007-02-03,,8,7,122,2,13
2007-02-03,,11,1,103,0,12
2007-02-03,,16,7,170,1,10
2007-02-03,,1,1,119,0,7
2007-02-03,,11,7,105,0,7
2007-02-03,,15,4,7700,10,3
2007-02-03,,1,6,136,0,2
2007-02-03,,0,0,151,0,0
2007-02-03,,0,0,122,0,0
2007-02-04,,5,9,274,1,40
2007-02-04,,58,6,128,4,35
2007-02-04,,10,6,102,1,28
2007-02-04,,12,10,141,0,23
2007-02-04,,8,4,132,0,11
2007-02-04,,16,3,209,1,8
2007-02-04,,10,4,327,12,4
2007-02-05,,16,5,196,3,23
2007-02-05,,3,9,752,0,11
2007-02-05,,28,1,106,0,11
2007-02-05,,15,2,542,2,6
2007-02-05,,6,2,4600,19,5
2007-02-05,,12,4,113,0,5
2007-02-05,,4,1,1400,22,3
2007-02-05,,12,3,950,0,3
2007-02-05,,7,5,161,0,2
2007-02-05,,12,1,142,0,2
2007-02-06,,36,16,829,2,142
2007-02-06,,27,8,2500,10,88
2007-02-06,,20,5,447,2,35
2007-02-06,,12,9,392,1,24
2007-02-06,,14,4,136,4,23
2007-02-06,,9,5,266,2,22
2007-02-06,,9,10,184,0,18
2007-02-06,,10,1,238,3,8
2007-02-06,,14,1,231,0,7
2007-02-06,,1,5,186,0,2
2007-02-06,,1,0,362,0,1
2007-02-06,,2,1,131,0,0
2007-02-07,,28,26,131,2,67
2007-02-07,,18,3,459,0,48
2007-02-07,,26,5,8500,12,46
2007-02-07,,42,3,139,1,46
2007-02-07,,23,2,177,0,44
2007-02-07,,11,3,207,2,37
2007-02-07,,12,8,339,0,16
2007-02-07,,3,1,896,2,13
2007-02-07,,4,2,290,0,10
2007-02-07,,1,5,208,0,9
2007-02-07,,2,2,109,0,8
2007-02-07,,1,10,102,0,7
2007-02-07,,20,2,123,3,4
2007-02-07,,3,0,211,0,1
2007-02-07,,0,0,211,0,0
2007-02-08,,43,15,101,4,99
2007-02-08,,35,1,699,11,68
2007-02-08,,26,14,2000,15,60
2007-02-08,,33,1,787,9,40
2007-02-08,,14,0,130,1,27
2007-02-08,,7,2,466,1,16
2007-02-08,,20,4,195,1,13
2007-02-08,,2,3,110,0,9
2007-02-08,,21,12,680,4,6
2007-02-08,,1,1,1100,3,6
2007-02-08,,6,5,121,0,5
2007-02-08,,14,2,238,4,4
2007-02-08,,5,1,186,0,3
2007-02-08,,16,0,1100,4,2
2007-02-08,,5,1,155,0,2
2007-02-08,,1,0,141,0,2
2007-02-08,,2,1,137,0,2
2007-02-09,,24,4,198,3,30
2007-02-09,,5,2,1100,0,28
2007-02-09,,19,8,171,0,23
2007-02-09,,14,0,432,1,21
2007-02-09,,9,4,304,4,17
2007-02-09,,21,1,167,2,17
2007-02-09,,36,4,101,2,15
2007-02-09,,7,4,240,0,7
2007-02-09,,9,2,189,1,3
2007-02-09,,1,4,111,0,0
2007-02-10,,73,5,138,6,86
2007-02-10,,12,3,2200,2,72
2007-02-10,,10,6,2300,1,20
2007-02-11,,53,9,1700,53,38
2007-02-11,,4,14,322,0,35
2007-02-11,,28,4,248,1,8
2007-02-11,,3,0,118,0,3
2007-02-11,,3,5,706,0,0
2007-02-11,,6,3,131,0,0
2007-02-12,,61,4,762,5,182
2007-02-12,,17,0,642,4,23
2007-02-12,,6,4,190,0,4
2007-02-12,,11,3,543,3,1
2007-02-12,,3,0,159,0,0
2007-02-13,,5,3,104,0,14
2007-02-13,,4,2,187,0,3
2007-02-13,,4,2,112,0,3
2007-02-13,,9,4,181,1,2
2007-02-14,,21,9,219,2,131
2007-02-14,,28,9,162,0,81
2007-02-14,,21,13,219,4,69
2007-02-14,,13,6,226,2,36
2007-02-14,,33,4,137,3,29
2007-02-14,,26,3,100,1,14
2007-02-14,,6,3,134,0,8
2007-02-14,,5,4,126,0,4
2007-02-14,,1,0,150,0,0
2007-02-15,,38,7,5800,4,78
2007-02-15,,18,8,313,0,65
2007-02-15,,8,6,263,1,21
2007-02-15,,9,3,344,6,18
2007-02-15,,3,7,216,0,8
2007-02-15,,2,15,189,0,8
2007-02-15,,2,2,130,0,3
2007-02-15,,0,0,2600,1,1
2007-02-16,,35,5,5000,20,206
2007-02-16,,12,3,134,1,29
2007-02-16,,8,1,261,0,8
2007-02-16,,9,2,259,0,7
2007-02-16,,2,1,135,0,6
2007-02-16,,0,3,103,0,0
2007-02-17,,23,7,280,1,51
2007-02-17,,8,10,351,4,10
2007-02-17,,4,6,126,0,1
2007-02-18,,46,11,487,7,61
2007-02-18,,27,4,100,3,18
2007-02-18,,26,2,222,1,16
2007-02-18,,2,0,137,0,0
2007-02-19,,37,10,199,9,240
2007-02-19,,21,4,965,6,28
2007-02-19,,9,1,378,0,18
2007-02-19,,8,1,838,13,17
2007-02-19,,10,2,150,0,4
2007-02-19,,4,0,173,0,2
2007-02-20,,40,3,282,6,42
2007-02-20,,26,3,254,0,24
2007-02-20,,4,1,118,0,14
2007-02-20,,10,1,484,0,7
2007-02-20,,7,0,257,0,5
2007-02-20,,6,0,363,0,2
2007-02-20,,11,2,219,1,1
2007-02-20,,3,1,180,0,1
2007-02-20,,2,0,1,0,0
2007-02-21,,30,8,573,1,28
2007-02-21,,7,9,116,1,9
2007-02-21,,4,1,1800,0,8
2007-02-21,,4,1,177,0,0
2007-02-21,,5,3,1,0,0
2007-02-22,,47,13,1500,3,220
2007-02-22,,25,2,281,4,43
2007-02-22,,46,0,919,9,16
2007-02-22,,15,1,240,0,11
2007-02-23,,35,22,180,2,70
2007-02-23,,15,4,234,3,25
2007-02-23,,19,3,1300,7,22
2007-02-23,,22,3,567,15,20
2007-02-23,,10,4,192,1,12
2007-02-24,,58,9,49000,82,66
2007-02-24,,92,10,315,3,38
2007-02-24,,2,1,115,0,1
2007-02-24,,5,0,121,0,0
2007-02-25,,65,7,242,3,30
2007-02-25,,28,0,464,4,21
2007-02-25,,11,5,116,3,15
2007-02-25,,10,4,165,1,7
2007-02-25,,6,1,803,1,1
2007-02-26,,34,6,1000,2,121
2007-02-26,,27,4,386,15,50
2007-02-26,,45,12,342,21,24
2007-02-26,,26,5,235,5,19
2007-02-26,,23,4,507,1,19
2007-02-26,,8,2,138,0,8
2007-02-26,,16,2,238,0,1
2007-02-26,,7,2,271,0,0
2007-02-27,,52,3,156,21,82
2007-02-27,,19,4,358,0,41
2007-02-27,,45,2,396,13,21
2007-02-27,,10,0,190,3,8
2007-02-27,,3,1,183,0,5
2007-02-27,,7,2,162,0,2
2007-02-28,,19,5,128,2,36
2007-02-28,,9,3,472,2,28
2007-02-28,,21,1,271,1,15
2007-02-28,,16,1,284,1,3
2007-03-01,,32,2,455,11,83
2007-03-01,,42,3,134,3,15
2007-03-01,,4,2,171,0,3
2007-03-01,,4,1,95,0,1
2007-03-02,,36,2,253,0,42
2007-03-02,,31,1,307,2,18
2007-03-02,,5,1,252,0,17
2007-03-02,,3,0,130,0,7
2007-03-02,,2,6,1900,0,5
2007-03-03,,24,3,239,1,18
2007-03-03,,13,2,138,0,9
2007-03-03,,22,1,238,3,8
2007-03-03,,9,3,122,1,1
2007-03-03,,2,0,2600,2,0
2007-03-04,,29,7,947,28,53
2007-03-04,,13,5,299,2,42
2007-03-04,,18,0,553,8,36
2007-03-04,,24,2,1400,4,11
2007-03-04,,9,13,92,0,9
2007-03-05,,36,8,999,39,56
2007-03-05,,1,0,119,1,30
2007-03-05,,18,5,286,2,24
2007-03-05,,5,2,138,3,23
2007-03-05,,8,0,163,2,22
2007-03-05,,3,4,251,0,2
2007-03-05,,3,0,194,0,1
2007-03-05,,2,4,149,0,1
2007-03-06,,38,1,294,1,94
2007-03-06,,24,2,211,1,72
2007-03-06,,27,5,149,8,33
2007-03-06,,38,1,150,2,30
2007-03-06,,44,2,130,2,19
2007-03-06,,23,3,179,0,19
2007-03-06,,7,2,337,4,9
2007-03-06,,3,3,237,3,9
2007-03-06,,0,0,1,0,0
2007-03-07,,74,7,144,2,69
2007-03-07,,51,4,551,11,63
2007-03-07,,7,13,232,1,40
2007-03-07,,5,6,133,0,9
2007-03-07,,6,0,146,0,8
2007-03-07,,4,2,3700,7,6
2007-03-07,,9,3,134,0,6
2007-03-07,,17,1,120,2,5
2007-03-07,,7,5,138,0,5
2007-03-07,,0,0,216,0,2
2007-03-07,,6,0,1,0,0
2007-03-08,,7,1,170,0,25
2007-03-08,,14,4,108,2,18
2007-03-08,,8,2,340,0,8
2007-03-08,,2,3,134,0,5
2007-03-09,,37,1,200,4,36
2007-03-09,,41,2,166,48,33
2007-03-09,,5,0,305,1,31
2007-03-09,,28,8,131,0,17
2007-03-09,,28,0,1400,0,9
2007-03-09,,6,0,219,2,4
2007-03-11,,45,3,445,4,99
2007-03-11,,31,2,860,23,10
2007-03-11,,3,3,131,0,2
2007-03-12,,48,2,149,3,81
2007-03-12,,32,3,424,3,80
2007-03-12,,26,8,94,0,52
2007-03-12,,38,9,151,0,51
2007-03-12,,27,10,240,0,16
2007-03-12,,16,4,124,1,14
2007-03-12,,20,0,307,1,11
2007-03-12,,10,7,91,0,9
2007-03-12,,10,2,136,0,5
2007-03-12,,6,1,138,0,0
2007-03-13,,25,1,223,1,56
2007-03-13,,23,4,249,2,30
2007-03-13,,18,5,156,0,30
2007-03-13,,6,2,187,0,2
