date,company,up,down,views,stars,comments
2009-10-12,,10,9,1600,25,21
2009-10-12,,27,13,980,30,17
2009-10-12,,17,2,239,3,13
2009-10-12,,74,2,13700,122,11
2009-10-12,,10,7,796,17,11
2009-10-12,,52,11,10600,134,10
2009-10-13,,92,13,68800,242,90
2009-10-13,,54,21,209,5,72
2009-10-13,,83,6,1700,103,60
2009-10-13,,81,28,7800,116,52
2009-10-13,,42,10,3400,105,45
2009-10-13,,33,3,87,1,40
2009-10-13,,54,5,34400,57,37
2009-10-13,,41,9,6100,53,34
2009-10-13,,61,8,6300,59,30
2009-10-13,,17,9,74,2,21
2009-10-13,,33,10,2300,19,19
2009-10-13,,18,13,176,27,17
2009-10-13,,44,9,7100,48,14
2009-10-13,,13,7,181,2,13
2009-10-13,,34,15,72,3,12
2009-10-13,,8,9,1400,0,11
2009-10-13,,8,4,1200,2,10
2009-10-13,,17,5,213,0,7
2009-10-13,,6,0,124,0,2
2009-10-13,,2,0,167,3,0
2009-10-13,,4,5,97,3,0
2009-10-13,,6,1,233,2,0
2009-10-13,,6,1,233,2,0
2009-10-14,,112,24,152,25,133
2009-10-14,,82,15,35800,176,98
2009-10-14,,87,4,124,9,91
2009-10-14,,82,16,3200,161,81
2009-10-14,,63,7,193,2,68
2009-10-14,,82,24,290,32,65
2009-10-14,,58,4,6600,228,52
2009-10-14,,43,17,177,42,46
2009-10-14,,30,14,1100,13,43
2009-10-14,,17,0,644,13,25
2009-10-14,,45,5,199,12,23
2009-10-14,,33,3,116,6,23
2009-10-14,,60,9,108,1,21
2009-10-14,,20,4,317,7,20
2009-10-14,,12,5,3600,29,14
2009-10-14,,15,2,473,0,12
2009-10-14,,20,8,136,10,10
2009-10-15,,74,49,513,41,172
2009-10-15,,85,24,2600,55,96
2009-10-15,,58,7,1200,27,95
2009-10-15,,42,11,6800,13,77
2009-10-15,,85,5,8600,3,77
2009-10-15,,88,25,109,2,61
2009-10-15,,32,11,239,6,54
2009-10-15,,12,8,2200,3,41
2009-10-15,,25,3,6100,58,38
2009-10-15,,20,2,47900,126,35
2009-10-15,,6,3,2300,15,30
2009-10-15,,13,2,1800,6,24
2009-10-15,,41,7,287,19,17
2009-10-15,,7,6,1600,4,14
2009-10-15,,11,9,431,15,13
2009-10-15,,4,0,9200,18,11
2009-10-15,,23,2,702,9,6
2009-10-15,,5,1,103,1,6
2009-10-15,,7,7,69,3,5
2009-10-16,,43,6,330,3,100
2009-10-16,,87,4,23000,353,83
2009-10-16,,63,10,424,18,71
2009-10-16,,44,6,786,38,67
2009-10-16,,85,10,23000,261,38
2009-10-16,,29,22,13800,40,35
2009-10-16,,70,48,3200,7,34
2009-10-16,,78,6,1800,10,33
2009-10-16,,41,6,7200,52,31
2009-10-16,,25,3,897,37,28
2009-10-16,,37,28,1300,1,24
2009-10-16,,45,6,119,1,23
2009-10-16,,5,2,351,1,21
2009-10-16,,31,10,918,8,16
2009-10-16,,6,1,375,5,16
2009-10-16,,26,3,1900,25,14
2009-10-16,,4,2,2800,3,5
2009-10-16,,4,2,383,0,2
2009-10-17,,35,3,1,23,100
2009-10-17,,91,6,1800,10,93
2009-10-17,,55,8,8300,91,72
2009-10-17,,36,15,79600,178,65
2009-10-17,,43,7,7300,64,51
2009-10-17,,1,10,598,6,51
2009-10-17,,63,10,3400,112,47
2009-10-17,,41,6,9700,120,29
2009-10-17,,53,5,156,5,29
2009-10-17,,45,6,1400,7,27
2009-10-17,,6,3,379,0,23
2009-10-17,,39,3,1100,43,12
2009-10-17,,4,1,208,0,10
2009-10-17,,12,6,49,1,6
2009-10-17,,10,4,236,7,4
2009-10-18,,65,32,2100,37,102
2009-10-18,,73,28,1800,38,100
2009-10-18,,61,26,121,15,79
2009-10-18,,65,12,24600,135,68
2009-10-18,,92,25,420,23,62
2009-10-18,,62,16,902,75,52
2009-10-18,,67,5,13800,148,25
2009-10-18,,21,24,137,0,18
2009-10-18,,8,8,6500,44,16
2009-10-18,,25,6,1400,71,15
2009-10-18,,10,4,5100,44,5
2009-10-19,,181,22,1200,8,289
2009-10-19,,54,47,2200,5,149
2009-10-19,,60,25,900,16,75
2009-10-19,,29,3,189,6,71
2009-10-19,,57,17,414,10,70
2009-10-19,,49,11,875,5,56
2009-10-19,,26,15,608,26,55
2009-10-19,,33,13,1700,11,51
2009-10-19,,46,26,296,7,51
2009-10-19,,30,15,107,6,46
2009-10-19,,29,7,954,13,45
2009-10-19,,29,7,954,13,45
2009-10-19,,64,15,2300,180,37
2009-10-19,,64,15,2300,180,37
2009-10-19,,33,16,261,3,37
2009-10-19,,52,9,1400,65,28
2009-10-19,,22,8,122,8,21
2009-10-19,,11,5,105,4,20
2009-10-19,,11,6,832,2,14
2009-10-19,,14,3,88,4,13
2009-10-19,,32,5,42800,110,10
2009-10-19,,35,9,2700,58,10
2009-10-19,,43,2,16400,42,10
2009-10-19,,6,0,139,1,10
2009-10-19,,35,2,20400,96,9
2009-10-19,,4,9,86,0,7
2009-10-19,,28,16,7000,36,6
2009-10-19,,25,4,1200,15,5
2009-10-19,,9,4,789,9,4
2009-10-19,,9,4,789,9,4
2009-10-19,,37,7,4000,33,3
2009-10-19,,26,9,2500,40,2
2009-10-20,,47,32,168,23,162
2009-10-20,,103,44,594,3,112
2009-10-20,,160,41,182,38,87
2009-10-20,,234,9,1100,20,87
2009-10-20,,71,9,2800,21,71
2009-10-20,,37,7,643,18,52
2009-10-20,,68,5,3000,13,39
2009-10-20,,38,18,3300,3,34
2009-10-20,,14,19,620,0,28
2009-10-20,,20,2,789,4,27
2009-10-20,,37,5,8600,61,23
2009-10-20,,15,15,760,0,23
2009-10-20,,15,3,1400,40,7
2009-10-20,,16,5,968,29,6
2009-10-21,,103,9,4700,11,198
2009-10-21,,85,23,49800,288,135
2009-10-21,,133,5,582,153,78
2009-10-21,,27,13,776,30,70
2009-10-21,,51,13,7400,150,54
2009-10-21,,62,19,67,2,53
2009-10-21,,36,2,3800,19,50
2009-10-21,,39,9,213,16,45
2009-10-21,,37,19,2800,20,44
2009-10-21,,109,4,24200,348,40
2009-10-21,,27,4,73,3,27
2009-10-21,,36,8,4900,25,19
2009-10-21,,39,14,302,48,14
2009-10-21,,9,7,1300,11,13
2009-10-21,,33,1,17700,65,12
2009-10-21,,9,6,372,6,12
2009-10-21,,6,9,236,2,9
2009-10-21,,31,8,128,0,5
2009-10-21,,3,1,360,1,3
2009-10-21,,4,1,3300,7,2
2009-10-21,,9,9,625,23,1
2009-10-21,,1,7,191,0,1
2009-10-22,,216,22,2800,258,93
2009-10-22,,96,47,20200,218,90
2009-10-22,,44,24,733,0,86
2009-10-22,,51,11,97600,384,46
2009-10-22,,49,10,1000,63,44
2009-10-22,,27,21,912,28,41
2009-10-22,,41,5,4300,85,30
2009-10-22,,24,3,302,9,14
2009-10-22,,5,5,1100,2,10
2009-10-22,,9,5,960,4,9
2009-10-22,,5,1,318,1,7
2009-10-22,,7,6,746,12,3
2009-10-22,,9,9,198,2,1
2009-10-22,,4,1,92,0,1
2009-10-23,,39,35,973,10,89
2009-10-23,,47,9,198,12,80
2009-10-23,,46,23,1600,6,69
2009-10-23,,80,21,33800,406,26
2009-10-23,,24,10,842,1,25
2009-10-23,,27,3,111,1,23
2009-10-23,,37,17,2500,12,22
2009-10-23,,10,11,7000,9,17
2009-10-23,,9,4,316,3,13
2009-10-23,,18,25,201,2,13
2009-10-23,,33,9,7700,47,10
2009-10-23,,5,1,257,1,5
2009-10-23,,6,0,180,0,3
2009-10-23,,8,3,2100,13,2
2009-10-23,,5,4,68,1,2
2009-10-23,,5,0,168,2,0
2009-10-24,,175,23,4000,17,256
2009-10-24,,9,36,199,4,57
2009-10-24,,69,13,20400,191,50
2009-10-24,,19,15,1100,31,41
2009-10-24,,71,9,1900,165,29
2009-10-24,,37,19,5100,80,29
2009-10-24,,30,3,161,6,18
2009-10-24,,6,3,239,3,2
2009-10-25,,140,53,276,2,175
2009-10-25,,40,7,102000,224,74
2009-10-25,,37,5,863,41,63
2009-10-25,,151,14,8000,49,52
2009-10-25,,79,23,2200,140,37
2009-10-25,,52,11,92,1,30
2009-10-25,,19,16,72,0,28
2009-10-25,,34,23,255,5,21
2009-10-25,,9,10,2400,5,18
2009-10-26,,43,35,4400,16,113
2009-10-26,,90,9,1700,75,107
2009-10-26,,46,19,2800,15,102
2009-10-26,,50,19,316,6,80
2009-10-26,,28,14,91,1,74
2009-10-26,,78,30,603,45,71
2009-10-26,,63,10,124,12,68
2009-10-26,,111,14,39500,581,60
2009-10-26,,50,17,699,39,51
2009-10-26,,29,5,2700,57,46
2009-10-26,,32,8,101,10,46
2009-10-26,,21,7,1100,34,45
2009-10-26,,39,11,11300,8,37
2009-10-26,,98,18,3500,327,28
2009-10-26,,23,6,1800,23,27
2009-10-26,,10,7,6800,12,27
2009-10-26,,33,38,206,3,24
2009-10-26,,5,7,4400,2,21
2009-10-26,,20,5,1800,44,19
2009-10-26,,25,10,503,14,15
2009-10-26,,53,15,1700,22,11
2009-10-26,,10,9,3500,10,9
2009-10-26,,28,15,781,7,8
2009-10-26,,3,11,48,0,8
2009-10-26,,10,13,73,4,5
2009-10-26,,7,3,280,1,4
2009-10-26,,5,0,51,0,1
2009-10-27,,81,34,599,17,137
2009-10-27,,89,11,1700,75,98
2009-10-27,,56,15,20500,97,74
2009-10-27,,96,5,571,60,72
2009-10-27,,36,24,73,2,53
2009-10-27,,48,10,18100,237,51
2009-10-27,,37,4,19700,65,43
2009-10-27,,49,8,523,41,43
2009-10-27,,23,5,3000,48,41
2009-10-27,,47,16,573,6,40
2009-10-27,,41,3,891,49,36
2009-10-27,,30,1,3000,14,33
2009-10-27,,22,16,3100,7,33
2009-10-27,,35,9,7400,45,32
2009-10-27,,15,10,550,12,32
2009-10-27,,44,7,36500,232,31
2009-10-27,,81,6,2500,96,19
2009-10-27,,10,5,432,7,18
2009-10-27,,15,12,75,1,15
2009-10-27,,7,3,120,0,11
2009-10-27,,20,11,2600,22,9
2009-10-27,,26,15,264,6,7
2009-10-27,,9,3,1900,1,6
2009-10-27,,7,9,92,0,1
2009-10-28,,107,20,154,10,79
2009-10-28,,34,31,564,0,54
2009-10-28,,24,9,4200,13,34
2009-10-28,,8,7,7300,49,33
2009-10-28,,130,18,1200,21,32
2009-10-28,,130,18,1200,21,32
2009-10-28,,37,9,2400,52,31
2009-10-28,,38,6,3300,59,30
2009-10-28,,12,10,756,25,30
2009-10-28,,45,16,315,7,27
2009-10-28,,11,6,556,25,26
2009-10-28,,31,4,67,5,24
2009-10-28,,49,28,141,4,14
2009-10-28,,21,12,4900,22,13
2009-10-28,,21,3,527,23,11
2009-10-28,,6,1,542,4,10
2009-10-28,,5,1,237,2,9
2009-10-28,,6,5,2600,8,6
2009-10-28,,9,3,22300,23,5
2009-10-28,,9,3,1400,19,5
2009-10-28,,6,2,331,1,5
2009-10-28,,6,2,497,7,4
2009-10-28,,6,0,88,4,2
2009-10-29,,78,27,1500,19,281
2009-10-29,,132,16,675,10,263
2009-10-29,,143,28,1900,25,232
2009-10-29,,69,40,129,19,132
2009-10-29,,110,29,310,4,127
2009-10-29,,42,17,3800,52,73
2009-10-29,,72,2,771,49,73
2009-10-29,,37,14,1400,25,65
2009-10-29,,150,7,4100,121,64
2009-10-29,,61,16,4400,81,54
2009-10-29,,23,9,3800,43,51
2009-10-29,,71,10,9900,124,49
2009-10-29,,25,22,231,4,46
2009-10-29,,9,4,468,0,33
2009-10-29,,48,12,1100,3,24
2009-10-29,,39,12,5100,12,20
2009-10-29,,34,10,2200,44,19
2009-10-29,,14,9,127,0,16
2009-10-29,,28,18,5900,81,11
2009-10-29,,46,2,22700,108,10
2009-10-29,,5,3,4100,17,6
2009-10-29,,7,1,190,1,6
2009-10-29,,13,5,2500,15,3
2009-10-29,,3,2,96,0,0
2009-10-30,,131,6,1300,15,194
2009-10-30,,84,43,1000,30,160
2009-10-30,,139,40,1100,33,119
2009-10-30,,42,21,12800,23,112
2009-10-30,,69,8,2000,11,72
2009-10-30,,55,8,819,71,59
2009-10-30,,22,11,186,3,29
2009-10-30,,29,11,3300,25,25
2009-10-30,,26,3,8200,55,24
2009-10-30,,18,4,2300,30,15
2009-10-30,,32,2,146,7,15
2009-10-30,,86,16,2700,37,14
2009-10-30,,10,6,15400,16,14
2009-10-30,,32,9,2000,29,13
2009-10-30,,14,4,1400,13,8
2009-10-30,,5,11,122,1,8
2009-10-30,,4,0,78,5,5
2009-10-30,,5,2,616,1,5
2009-10-30,,0,4,66,0,4
2009-10-30,,3,0,81,1,3
2009-10-30,,8,4,592,0,3
2009-10-30,,5,4,97,1,2
2009-10-30,,7,5,320,0,2
2009-10-31,,95,9,1200,28,95
2009-10-31,,128,27,8700,411,65
2009-10-31,,22,7,3500,63,62
2009-10-31,,41,5,2100,45,44
2009-10-31,,62,7,1400,102,31
2009-10-31,,83,9,2400,63,26
2009-10-31,,29,7,92,13,25
2009-10-31,,14,10,210,11,23
2009-10-31,,30,8,998,22,13
2009-10-31,,3,2,303,4,5
2009-10-31,,1,0,4600,4,2
2009-11-01,,186,13,1100,72,455
2009-11-01,,84,25,2000,51,134
2009-11-01,,61,8,1100,2,80
2009-11-01,,69,20,71,5,66
2009-11-01,,44,15,973,14,48
2009-11-01,,96,27,506,123,46
2009-11-01,,34,17,246,20,43
2009-11-01,,15,25,243,2,39
2009-11-01,,61,11,528,4,38
2009-11-01,,5,6,192,0,16
2009-11-01,,27,5,1600,39,15
2009-11-01,,23,14,95,2,15
2009-11-01,,12,12,317,1,12
2009-11-01,,7,3,3400,3,10
2009-11-01,,26,4,761,21,6
2009-11-01,,2,4,63,0,3
2009-11-02,,105,59,1800,4,204
2009-11-02,,39,25,3000,6,110
2009-11-02,,39,25,3000,6,110
2009-11-02,,49,10,20000,3,99
2009-11-02,,75,50,378,25,78
2009-11-02,,65,7,1200,13,76
2009-11-02,,55,3,15000,44,59
2009-11-02,,56,5,1100,5,59
2009-11-02,,12,7,315,33,50
2009-11-02,,54,2,2100,18,50
2009-11-02,,40,19,10400,43,43
2009-11-02,,31,2,351,29,36
2009-11-02,,30,11,87,1,36
2009-11-02,,14,24,105,0,32
2009-11-02,,7,26,260,2,25
2009-11-02,,39,5,7500,53,24
2009-11-02,,39,5,7500,53,24
2009-11-02,,71,10,1800,11,21
2009-11-02,,26,10,837,5,20
2009-11-02,,20,10,326,18,18
2009-11-02,,11,11,196,0,16
2009-11-02,,25,21,210,13,14
2009-11-02,,17,4,829,16,13
2009-11-02,,17,5,165,0,7
2009-11-02,,11,4,3000,19,6
2009-11-02,,3,5,66,0,2
2009-11-02,,4,2,72,1,0
2009-11-03,,40,4,501,11,200
2009-11-03,,122,7,32500,360,99
2009-11-03,,187,18,1,408,96
2009-11-03,,46,13,282,7,84
2009-11-03,,65,4,19200,260,61
2009-11-03,,88,4,40200,357,56
2009-11-03,,30,4,25000,133,53
2009-11-03,,29,11,4300,13,50
2009-11-03,,13,16,172,0,50
2009-11-03,,42,30,1100,56,45
2009-11-03,,23,3,4000,31,40
2009-11-03,,25,3,160,6,35
2009-11-03,,27,14,6700,51,29
2009-11-03,,8,10,229,1,26
2009-11-03,,31,8,257,8,11
2009-11-03,,19,9,7700,14,8
2009-11-03,,9,3,292,3,8
2009-11-03,,29,5,123,21,6
2009-11-03,,11,7,71,1,5
2009-11-04,,339,5,21400,113,355
2009-11-04,,237,10,10100,61,108
2009-11-04,,60,13,22000,92,96
2009-11-04,,65,17,924,7,59
2009-11-04,,43,13,859,6,59
2009-11-04,,189,11,12900,78,46
2009-11-04,,27,22,1300,4,29
2009-11-04,,31,6,663,6,22
2009-11-04,,6,4,464,3,21
2009-11-04,,10,7,96,1,16
2009-11-04,,17,4,84,2,14
2009-11-04,,6,1,103,0,13
2009-11-04,,38,10,599,12,8
2009-11-04,,15,12,207,1,5
2009-11-04,,3,2,2400,21,3
2009-11-05,,35,18,7300,16,91
2009-11-05,,74,64,504,11,88
2009-11-05,,55,18,2200,85,71
2009-11-05,,33,7,2600,73,67
2009-11-05,,20,28,431,1,57
2009-11-05,,47,8,6100,82,55
2009-11-05,,48,3,12400,171,51
2009-11-05,,58,5,15800,103,49
2009-11-05,,27,6,1900,17,48
2009-11-05,,35,16,98,2,45
2009-11-05,,19,3,353,3,36
2009-11-05,,22,12,96,5,26
2009-11-05,,7,5,8100,12,23
2009-11-05,,15,9,370,0,18
2009-11-05,,19,12,4000,23,17
2009-11-05,,42,14,3800,82,16
2009-11-05,,28,6,203,11,16
2009-11-05,,23,8,174,7,15
2009-11-05,,28,4,1800,52,12
2009-11-05,,23,2,796,50,12
2009-11-05,,25,12,137,8,11
2009-11-05,,3,9,1200,0,7
2009-11-05,,7,2,1800,15,6
2009-11-05,,10,5,3800,1,6
2009-11-06,,170,55,882,46,176
2009-11-06,,53,5,8600,95,120
2009-11-06,,62,4,1200,12,116
2009-11-06,,90,4,14300,162,107
2009-11-06,,118,19,38100,150,92
2009-11-06,,42,13,18000,59,72
2009-11-06,,80,16,1500,55,68
2009-11-06,,31,4,1600,28,43
2009-11-06,,51,15,102,2,42
2009-11-06,,36,16,81500,224,36
2009-11-06,,36,16,81500,224,36
2009-11-06,,28,28,76,2,35
2009-11-06,,50,7,2600,18,33
2009-11-06,,54,6,246,5,32
2009-11-06,,5,2,806,16,31
2009-11-06,,45,12,5900,37,25
2009-11-06,,13,9,65400,126,14
2009-11-06,,5,12,84,2,11
2009-11-06,,10,7,392,11,9
2009-11-06,,7,5,1700,8,9
2009-11-06,,8,5,75,1,8
2009-11-06,,13,8,237,5,6
2009-11-06,,21,3,69,5,6
2009-11-06,,4,0,172,3,6
2009-11-06,,4,0,172,3,6
2009-11-06,,7,1,255,0,6
2009-11-06,,8,3,107,8,1
2009-11-07,,57,24,980,18,113
2009-11-07,,26,7,4400,51,83
2009-11-07,,32,13,621,2,35
2009-11-07,,21,9,124,1,32
2009-11-07,,43,14,757,14,30
2009-11-07,,24,6,1400,22,21
2009-11-07,,34,17,214,13,18
2009-11-07,,9,11,219,1,11
2009-11-07,,16,9,1500,22,8
2009-11-07,,5,4,2400,10,8
2009-11-07,,5,2,659,2,6
2009-11-07,,4,1,5700,8,2
2009-11-07,,2,2,74,0,0
2009-11-08,,116,13,73600,99,115
2009-11-08,,33,16,1500,45,103
2009-11-08,,112,69,460,345,68
2009-11-08,,75,12,3500,85,50
2009-11-08,,32,8,589,23,35
2009-11-08,,18,6,427,31,28
2009-11-08,,5,5,122,3,21
2009-11-08,,10,10,1100,8,16
2009-11-08,,32,8,28800,61,14
2009-11-08,,47,17,76,0,12
2009-11-08,,7,7,958,8,5
2009-11-08,,12,14,471,1,5
2009-11-09,,76,55,1300,126,299
2009-11-09,,61,28,666,46,136
2009-11-09,,48,9,1100,3,100
2009-11-09,,88,15,94,4,72
2009-11-09,,49,9,10900,138,64
2009-11-09,,90,31,1500,5,61
2009-11-09,,32,5,2100,24,60
2009-11-09,,67,18,2500,25,58
2009-11-09,,69,18,1300,8,56
2009-11-09,,17,11,421,0,51
2009-11-09,nimax,76,4,1700,135,50
2009-11-09,,75,6,73100,245,36
2009-11-09,,27,14,6600,59,34
2009-11-09,,76,5,128,1,33
2009-11-09,,33,4,3300,39,31
2009-11-09,,16,10,144,1,27
2009-11-09,,27,4,3200,78,23
2009-11-09,,8,2,471,1,23
2009-11-09,,86,27,1000,37,22
2009-11-09,,52,9,922,28,21
2009-11-09,,49,7,212,7,20
2009-11-09,,15,5,760,18,17
2009-11-09,,8,5,485,0,15
2009-11-09,,6,3,1300,3,11
2009-11-09,,21,14,659,9,9
2009-11-09,,9,2,199,1,9
2009-11-09,,21,32,403,0,9
2009-11-09,,2,2,365,2,6
2009-11-09,,22,16,6100,17,5
2009-11-10,,58,5,1100,4,113
2009-11-10,,73,22,1200,148,98
2009-11-10,,60,9,326,5,92
2009-11-10,,125,14,14300,69,91
2009-11-10,,48,7,1400,86,44
2009-11-10,,49,8,986,33,43
2009-11-10,,79,5,5900,87,42
2009-11-10,,18,2,40000,175,35
2009-11-10,,40,2,293,7,34
2009-11-10,,30,4,13800,70,32
2009-11-10,,38,9,69,2,32
2009-11-10,,64,6,8400,111,29
2009-11-10,,7,2,1,5,22
2009-11-10,,38,8,8200,82,18
2009-11-10,,14,2,609,21,11
2009-11-10,,20,11,1100,6,11
2009-11-10,,11,23,281,1,9
2009-11-10,,29,10,1500,22,8
2009-11-10,,10,5,577,17,8
2009-11-10,,11,6,372,6,2
2009-11-10,,0,0,101,0,2
2009-11-11,,55,6,5900,17,168
2009-11-11,,74,14,235000,260,137
2009-11-11,,54,37,120,4,90
2009-11-11,,74,22,96,3,88
2009-11-11,,46,2,600,29,68
2009-11-11,,38,12,20000,77,50
2009-11-11,,45,10,3600,31,45
2009-11-11,,45,10,3600,31,45
2009-11-11,,7,5,119,1,44
2009-11-11,,24,6,2000,40,23
2009-11-11,,65,3,75,2,22
2009-11-11,,43,18,14600,54,21
2009-11-11,,38,6,6000,64,13
2009-11-11,,30,7,125,0,4
2009-11-11,,6,0,343,6,3
2009-11-11,,9,6,278,0,1
2009-11-12,,89,23,312,24,192
2009-11-12,,79,13,2000,37,169
2009-11-12,,70,34,701,53,122
2009-11-12,,44,3,759,11,70
2009-11-12,,76,7,890,105,67
2009-11-12,,37,12,234,35,65
2009-11-12,,49,4,8500,55,58
2009-11-12,,57,9,2000,36,56
2009-11-12,,45,25,1300,19,42
2009-11-12,,48,4,317,53,32
2009-11-12,,13,3,530,2,27
2009-11-12,,24,4,118,19,25
2009-11-12,,30,1,11700,64,15
2009-11-12,,23,7,4200,70,11
2009-11-12,,15,11,3000,41,7
2009-11-12,,14,8,172,4,5
2009-11-12,,4,0,74,1,0
2009-11-13,,65,17,10000,62,293
2009-11-13,,146,29,427,34,224
2009-11-13,,100,16,489,21,167
2009-11-13,,56,13,8400,42,98
2009-11-13,,50,28,696,15,91
2009-11-13,,69,4,2100,15,87
2009-11-13,,169,43,175,13,85
2009-11-13,,53,29,1600,197,66
2009-11-13,,102,35,159,4,62
2009-11-13,,102,9,2600,132,50
2009-11-13,,32,6,1400,26,49
2009-11-13,,4,7,165,0,46
2009-11-13,,88,20,4500,213,43
2009-11-13,,38,2,15000,121,43
2009-11-13,,86,15,6200,512,26
2009-11-13,,42,5,9800,145,26
2009-11-13,,24,4,399,6,26
2009-11-13,,32,4,219,1,23
2009-11-13,,36,6,80,0,21
2009-11-13,,22,5,878,17,17
2009-11-13,,19,4,319,11,15
2009-11-13,,31,13,1200,32,10
2009-11-13,,16,29,159,3,9
2009-11-13,,21,9,278,2,7
2009-11-13,,7,6,162,1,6
2009-11-13,,4,2,113,0,6
2009-11-13,,1,2,91,3,4
2009-11-14,,63,32,28200,40,164
2009-11-14,,116,27,1200,9,150
2009-11-14,,71,34,1100,47,120
2009-11-14,,98,15,51600,248,68
2009-11-14,,79,23,3000,88,68
2009-11-14,,31,16,194,8,66
2009-11-14,,33,15,19700,41,65
2009-11-14,,55,9,1300,7,58
2009-11-14,,10,10,283,0,32
2009-11-14,,67,6,16300,90,28
2009-11-14,,15,15,677,10,22
2009-11-14,,16,7,157,7,18
2009-11-14,,8,2,88,8,4
2009-11-15,,158,68,4600,62,231
2009-11-15,,164,49,1200,19,100
2009-11-15,,26,7,326,20,83
2009-11-15,,39,7,1200,29,72
2009-11-15,,42,32,19200,34,67
2009-11-15,,37,8,5400,42,64
2009-11-15,,70,19,1000,14,53
2009-11-15,,70,19,1000,14,53
2009-11-15,,48,30,685,13,52
2009-11-15,,60,30,24400,23,50
2009-11-15,,60,7,28500,96,31
2009-11-15,,43,7,263,14,28
2009-11-15,,12,12,7200,17,23
2009-11-15,,41,6,3300,55,18
2009-11-15,,15,10,73,0,17
2009-11-15,,48,6,37100,87,16
2009-11-16,,172,28,16900,22,315
2009-11-16,,66,5,14700,186,98
2009-11-16,,147,13,1400,122,77
2009-11-16,,85,15,322,31,55
2009-11-16,,30,15,12400,17,50
2009-11-16,,38,32,169,8,49
2009-11-16,,35,9,2400,61,46
2009-11-16,,50,23,1700,10,42
2009-11-16,,55,25,470,9,38
2009-11-16,,20,25,84,0,33
2009-11-16,,74,6,16000,221,32
2009-11-16,,38,9,750,27,28
2009-11-16,,35,8,3600,71,27
2009-11-16,,25,1,9000,48,27
2009-11-16,,8,8,134,2,21
2009-11-16,,53,10,519,76,20
2009-11-16,,39,17,13400,69,20
2009-11-16,,38,4,1700,91,18
2009-11-16,,80,16,8000,132,17
2009-11-16,,38,6,1800,34,16
2009-11-16,,29,6,740,18,15
2009-11-16,,12,6,200,0,14
2009-11-16,,18,12,674,11,12
2009-11-16,,5,1,1400,5,4
2009-11-16,,9,4,389,0,3
2009-11-16,,10,6,221,0,3
2009-11-16,,13,8,166,7,2
2009-11-16,,3,3,66,0,0
2009-11-17,,101,46,923,9,87
2009-11-17,,53,21,469,8,80
2009-11-17,,72,14,4300,238,76
2009-11-17,,52,21,22100,140,59
2009-11-17,,27,5,1700,28,56
2009-11-17,,33,20,244,11,55
2009-11-17,,18,13,1000,10,38
2009-11-17,,22,13,1300,7,36
2009-11-17,,47,24,1000,2,34
2009-11-17,,4,18,1200,0,28
2009-11-17,,46,27,738,0,23
2009-11-17,,35,5,540,7,20
2009-11-17,,11,7,96,0,12
2009-11-17,,4,8,8900,18,10
2009-11-17,,13,5,2100,13,10
2009-11-17,,8,2,507,0,8
2009-11-17,,2,5,157,0,8
2009-11-17,,5,26,134,0,8
2009-11-17,,10,5,605,3,6
2009-11-17,,3,4,126,0,5
2009-11-17,,5,1,327,0,2
2009-11-17,,9,1,180,0,1
2009-11-18,,289,26,25400,518,206
2009-11-18,,227,14,5300,71,118
2009-11-18,,127,4,10900,88,110
2009-11-18,,37,4,187,13,93
2009-11-18,,59,22,26900,211,54
2009-11-18,,33,4,22200,71,43
2009-11-18,,14,7,51,1,29
2009-11-18,,6,9,5300,7,24
2009-11-18,,25,3,258,5,21
2009-11-18,,36,6,3200,98,20
2009-11-18,,16,10,2500,9,14
2009-11-18,,15,13,717,5,13
2009-11-18,,21,12,1800,18,11
2009-11-18,,32,7,611,11,9
2009-11-18,,5,7,541,2,3
2009-11-18,,12,10,133,2,3
2009-11-18,,2,1,31,1,0
2009-11-19,,66,18,612,4,283
2009-11-19,,76,14,677,5,163
2009-11-19,,113,20,867,176,146
2009-11-19,,67,14,997,36,90
2009-11-19,,8,11,810,4,68
2009-11-19,,71,6,2100,143,66
2009-11-19,,51,26,1400,9,55
2009-11-19,,32,13,2800,10,54
2009-11-19,,61,4,11700,168,50
2009-11-19,,36,25,291,17,45
2009-11-19,,26,14,183,5,44
2009-11-19,,44,25,152,9,40
2009-11-19,,38,19,2300,21,32
2009-11-19,,11,5,396,13,31
2009-11-19,,27,4,8900,21,30
2009-11-19,,34,10,3600,104,28
2009-11-19,,53,47,166,0,24
2009-11-19,,48,6,4500,47,22
2009-11-19,,37,9,3200,73,15
2009-11-19,,16,14,154,1,14
2009-11-19,,16,13,122,3,11
2009-11-19,,14,4,289,9,10
2009-11-19,,10,3,414,4,10
2009-11-19,,10,3,414,4,10
2009-11-19,,7,1,111,3,9
2009-11-19,,3,3,8600,12,7
2009-11-19,,9,3,168,0,4
2009-11-20,,54,22,21800,148,311
2009-11-20,,72,29,703,9,256
2009-11-20,,38,8,1400,8,118
2009-11-20,,119,6,3600,281,115
2009-11-20,,74,6,1700,3,73
2009-11-20,,95,14,7400,325,63
2009-11-20,,41,24,10200,59,58
2009-11-20,,5,10,799,1,54
2009-11-20,,93,4,3100,133,45
2009-11-20,,35,12,2000,30,44
2009-11-20,,70,5,13600,193,32
2009-11-20,,25,11,946,40,29
2009-11-20,,32,13,140,4,29
2009-11-20,,93,5,68200,552,28
