2013-03-01,croc,116,36,40400,109,226
2013-03-01,,110,6,79900,150,149
2013-03-01,,60,15,32500,40,113
2013-03-01,,214,8,192000,1653,104
2013-03-01,,214,8,192000,1653,104
2013-03-01,alconost,47,9,27200,63,83
2013-03-01,,31,18,33300,22,82
2013-03-01,,65,30,49900,23,77
2013-03-01,,39,10,53500,73,71
2013-03-01,,29,17,11100,10,56
2013-03-01,,29,17,11100,10,56
2013-03-01,,19,22,8500,34,55
2013-03-01,,19,22,8500,34,55
2013-03-01,,19,22,8500,34,55
2013-03-01,,48,4,17200,39,43
2013-03-01,,48,4,17200,39,43
2013-03-01,,62,3,19100,10,43
2013-03-01,,59,3,16700,77,42
2013-03-01,,59,3,16700,77,42
2013-03-01,,59,3,16700,77,42
2013-03-01,,19,23,7100,5,41
2013-03-01,,9,4,3600,19,32
2013-03-01,,26,9,7000,121,31
2013-03-01,onlinepbx,26,5,98500,248,28
2013-03-01,,44,23,25200,219,28
2013-03-01,,44,23,25200,219,28
2013-03-01,,44,23,25200,219,28
2013-03-01,,48,24,43600,122,26
2013-03-01,,48,24,43600,122,26
2013-03-01,,48,24,43600,122,26
2013-03-01,,15,6,7300,36,25
2013-03-01,,15,6,7300,36,25
2013-03-01,,16,4,8400,114,19
2013-03-01,,16,4,8400,114,19
2013-03-01,,16,4,8400,114,19
2013-03-01,,19,3,16400,108,15
2013-03-01,,19,3,16400,108,15
2013-03-01,,19,3,16400,108,15
2013-03-01,,33,6,7600,81,15
2013-03-01,,33,6,7600,81,15
2013-03-01,,33,6,7600,81,15
2013-03-01,,60,6,60000,758,14
2013-03-01,,10,2,132000,433,12
2013-03-01,,10,2,132000,433,12
2013-03-01,,14,10,8100,30,12
2013-03-01,,14,10,8100,30,12
2013-03-01,,10,34,7600,34,9
2013-03-01,mbt,64,2,22900,390,8
2013-03-01,mbt,64,2,22900,390,8
2013-03-01,,8,2,7800,46,8
2013-03-01,,8,2,7800,46,8
2013-03-01,,8,2,7800,46,8
2013-03-01,samsung,16,2,9800,64,7
2013-03-01,samsung,16,2,9800,64,7
2013-03-01,,20,2,9600,34,7
2013-03-01,,20,2,9600,34,7
2013-03-01,,20,2,9600,34,7
2013-03-01,ruward,12,21,3900,6,7
2013-03-01,ruward,12,21,3900,6,7
2013-03-01,,33,5,15600,46,5
2013-03-01,,33,5,15600,46,5
2013-03-01,microsoft,13,5,10400,78,2
2013-03-01,,8,3,14000,66,2
2013-03-01,,8,3,14000,66,2
2013-03-01,microsoft,12,7,6900,56,2
2013-03-01,,4,0,3200,18,2
2013-03-01,,4,0,3200,18,2
2013-03-01,yandex,20,5,2500,15,2
2013-03-01,,29,1,5500,112,1
2013-03-01,,12,1,3000,25,0
2013-03-01,,12,1,3000,25,0
2013-03-01,,5,2,4000,23,0
2013-03-01,,5,2,4000,23,0
2013-03-01,microsoft,5,2,1600,9,0
2013-03-02,,103,46,70900,677,135
2013-03-02,,103,46,70900,677,135
2013-03-02,,92,17,50900,118,103
2013-03-02,,92,17,50900,118,103
2013-03-02,,99,16,32200,382,99
2013-03-02,hostkey,27,5,17400,75,63
2013-03-02,hostkey,27,5,17400,75,63
2013-03-02,,57,12,27500,349,59
2013-03-02,,57,12,27500,349,59
2013-03-02,,57,12,27500,349,59
2013-03-02,,43,11,22300,112,59
2013-03-02,,43,11,22300,112,59
2013-03-02,,14,12,17500,80,35
2013-03-02,,26,8,12100,66,35
2013-03-02,,26,8,12100,66,35
2013-03-02,,26,8,12100,66,35
2013-03-02,,9,9,7500,7,29
2013-03-02,,9,9,7500,7,29
2013-03-02,,19,12,9700,5,28
2013-03-02,,18,17,17300,24,19
2013-03-02,,16,4,12000,64,11
2013-03-02,,16,4,12000,64,11
2013-03-02,,16,4,12000,64,11
2013-03-02,,26,0,8000,42,8
2013-03-02,zfort,36,6,20600,169,5
2013-03-02,zfort,36,6,20600,169,5
2013-03-02,,15,6,11000,34,3
2013-03-02,,15,6,11000,34,3
2013-03-02,,1,1,873,4,0
2013-03-03,,128,21,82500,26,334
2013-03-03,,95,19,40400,316,136
2013-03-03,,95,19,40400,316,136
2013-03-03,,95,19,40400,316,136
2013-03-03,,133,21,87100,80,114
2013-03-03,,120,87,37900,285,90
2013-03-03,,120,87,37900,285,90
2013-03-03,,125,10,57700,601,78
2013-03-03,,125,10,57700,601,78
2013-03-03,,125,10,57700,601,78
2013-03-03,,47,4,45900,111,56
2013-03-03,,47,4,45900,111,56
2013-03-03,,47,4,45900,111,56
2013-03-03,,51,10,39900,180,42
2013-03-03,,51,10,39900,180,42
2013-03-03,,36,9,18800,15,36
2013-03-03,,96,13,34400,41,26
2013-03-03,,96,13,34400,41,26
2013-03-03,,96,13,34400,41,26
2013-03-03,hostkey,6,4,7100,23,24
2013-03-03,hostkey,6,4,7100,23,24
2013-03-03,,39,8,4600,32,19
2013-03-03,,13,13,9400,32,14
2013-03-03,,13,13,9400,32,14
2013-03-03,,29,1,12000,120,12
2013-03-03,,29,1,12000,120,12
2013-03-03,,29,1,12000,120,12
2013-03-03,,29,4,43700,22,12
2013-03-03,,8,11,2600,21,11
2013-03-03,,8,11,2600,21,11
2013-03-03,,11,0,5400,47,5
2013-03-03,,11,0,5400,47,5
2013-03-03,apps4all,14,9,14100,34,1
2013-03-04,,200,8,105000,288,169
2013-03-04,,200,8,105000,288,169
2013-03-04,,88,11,71200,21,110
2013-03-04,,26,5,25100,195,64
2013-03-04,,26,5,25100,195,64
2013-03-04,,26,5,25100,195,64
2013-03-04,,57,6,28300,228,50
2013-03-04,,49,7,24000,32,50
2013-03-04,,49,7,24000,32,50
2013-03-04,,37,12,36000,282,47
2013-03-04,,37,12,36000,282,47
2013-03-04,surfingbird,57,7,81400,297,35
2013-03-04,,43,4,33800,282,33
2013-03-04,,43,4,33800,282,33
2013-03-04,,43,4,33800,282,33
2013-03-04,promwad,83,5,44800,439,32
2013-03-04,promwad,83,5,44800,439,32
2013-03-04,,34,5,6600,46,32
2013-03-04,ostrovok,15,10,6100,22,26
2013-03-04,ostrovok,15,10,6100,22,26
2013-03-04,,21,5,16600,61,22
2013-03-04,,21,5,16600,61,22
2013-03-04,,24,18,32900,78,21
2013-03-04,mediagrus,4,14,3800,4,19
2013-03-04,,7,5,14900,14,16
2013-03-04,,32,3,61400,330,13
2013-03-04,intel,29,2,10100,81,13
2013-03-04,intel,29,2,10100,81,13
2013-03-04,viber,51,4,12200,168,12
2013-03-04,viber,51,4,12200,168,12
2013-03-04,,32,4,23400,77,12
2013-03-04,dsec,31,0,8800,76,12
2013-03-04,,5,0,7700,52,12
2013-03-04,,7,8,4900,6,11
2013-03-04,,22,4,3300,79,7
2013-03-04,webnames,7,7,4100,30,6
2013-03-04,webnames,7,7,4100,30,6
2013-03-04,,7,5,36200,98,5
2013-03-04,eset,11,1,6400,7,5
2013-03-04,,5,7,4200,39,2
2013-03-04,,5,7,4200,39,2
2013-03-04,,5,7,4200,39,2
2013-03-04,e-Legion,23,4,3000,8,0
2013-03-04,e-Legion,23,4,3000,8,0
2013-03-04,microsoft,10,8,2700,4,0
2013-03-05,opera,117,14,50700,26,240
2013-03-05,,50,11,18400,15,171
2013-03-05,,81,4,73000,57,157
2013-03-05,yandex,64,31,13000,54,134
2013-03-05,,44,16,12700,208,101
2013-03-05,,63,20,42900,562,56
2013-03-05,,63,20,42900,562,56
2013-03-05,,63,20,42900,562,56
2013-03-05,,23,13,12000,20,55
2013-03-05,,50,17,32700,62,53
2013-03-05,,50,17,32700,62,53
2013-03-05,,69,8,13100,449,48
2013-03-05,,34,12,18700,34,47
2013-03-05,,34,12,18700,34,47
2013-03-05,,98,12,85000,1292,37
2013-03-05,room_8_studio,79,23,22300,180,37
2013-03-05,room_8_studio,79,23,22300,180,37
2013-03-05,,44,2,28700,227,33
2013-03-05,,44,2,28700,227,33
2013-03-05,,44,2,28700,227,33
2013-03-05,,31,9,25900,256,30
2013-03-05,,31,9,25900,256,30
2013-03-05,,31,9,25900,256,30
2013-03-05,,8,4,5800,42,30
2013-03-05,,8,4,5800,42,30
2013-03-05,,44,2,21400,55,28
2013-03-05,,44,2,21400,55,28
2013-03-05,,44,2,21400,55,28
2013-03-05,,27,5,17700,143,27
2013-03-05,,27,5,17700,143,27
2013-03-05,,9,3,6200,68,25
2013-03-05,,9,3,6200,68,25
2013-03-05,,9,3,6200,68,25
2013-03-05,,100,21,34500,49,24
2013-03-05,,30,3,26000,20,23
2013-03-05,,26,1,7300,55,21
2013-03-05,,26,1,7300,55,21
2013-03-05,,26,1,7300,55,21
2013-03-05,,30,4,13800,180,18
2013-03-05,,30,4,13800,180,18
2013-03-05,,30,4,13800,180,18
2013-03-05,apps4all,15,3,14000,43,18
2013-03-05,,24,1,16900,145,16
2013-03-05,engineyard,43,2,24400,299,15
2013-03-05,engineyard,43,2,24400,299,15
2013-03-05,,46,6,10100,80,15
2013-03-05,,46,6,10100,80,15
2013-03-05,,90,3,34000,296,12
2013-03-05,,90,3,34000,296,12
2013-03-05,,90,3,34000,296,12
2013-03-05,,7,3,48000,102,11
2013-03-05,,14,2,14900,20,11
2013-03-05,,10,0,3200,29,10
2013-03-05,ruswizards,15,1,11600,76,8
2013-03-05,,22,0,13000,128,7
2013-03-05,,22,0,13000,128,7
2013-03-05,,22,0,13000,128,7
2013-03-05,,6,2,20100,64,7
2013-03-05,,6,2,20100,64,7
2013-03-05,,6,2,20100,64,7
2013-03-05,,6,2,3900,4,7
2013-03-05,,6,2,3900,4,7
2013-03-05,,6,2,3900,4,7
2013-03-05,,23,2,6400,44,6
2013-03-05,,23,2,6400,44,6
2013-03-05,,23,2,6400,44,6
2013-03-05,,0,7,2200,17,6
2013-03-05,,0,7,2200,17,6
2013-03-05,uidesign,9,7,6200,51,4
2013-03-05,uidesign,9,7,6200,51,4
2013-03-05,,9,0,5800,34,4
2013-03-05,,14,4,7800,29,4
2013-03-05,,8,1,13500,75,2
2013-03-05,,8,1,13500,75,2
2013-03-05,,8,1,13500,75,2
2013-03-05,,0,8,2600,2,2
2013-03-05,,5,2,18200,78,1
2013-03-05,microsoft,12,15,1300,2,0
2013-03-05,microsoft,12,15,1300,2,0
2013-03-06,,131,9,119000,373,86
2013-03-06,,67,5,35100,145,81
2013-03-06,,67,5,35100,145,81
2013-03-06,,66,0,37500,45,81
2013-03-06,,34,4,23700,16,62
2013-03-06,,73,4,109000,835,56
2013-03-06,,58,20,30100,36,46
2013-03-06,,58,20,30100,36,46
2013-03-06,,90,18,74500,546,44
2013-03-06,,90,18,74500,546,44
2013-03-06,,26,2,32600,15,43
2013-03-06,,122,8,29600,782,41
2013-03-06,,122,8,29600,782,41
2013-03-06,,97,14,32600,275,40
2013-03-06,,97,14,32600,275,40
2013-03-06,,97,14,32600,275,40
2013-03-06,yandex,42,11,19200,29,38
2013-03-06,surfingbird,37,10,11700,67,25
2013-03-06,surfingbird,37,10,11700,67,25
2013-03-06,microsoft,31,8,9000,113,15
2013-03-06,microsoft,31,8,9000,113,15
2013-03-06,,25,9,12100,22,15
2013-03-06,,4,1,12600,24,14
2013-03-06,,4,1,12600,24,14
2013-03-06,,4,1,12600,24,14
2013-03-06,,21,4,13200,17,14
2013-03-06,,13,6,6300,64,13
2013-03-06,,13,6,6300,64,13
2013-03-06,,13,6,6300,64,13
2013-03-06,,41,5,27900,199,12
2013-03-06,,41,5,27900,199,12
2013-03-06,beeline,18,3,6600,34,11
2013-03-06,,16,6,10900,40,9
2013-03-06,,16,6,10900,40,9
2013-03-06,,9,5,3400,3,9
2013-03-06,,22,1,4400,76,7
2013-03-06,intel,5,2,132000,47,7
2013-03-06,devrainsolutions,16,17,4700,5,7
2013-03-06,,17,12,3600,7,4
2013-03-06,microsoft,14,3,3300,7,2
2013-03-06,,8,4,9400,26,1
2013-03-06,,8,4,9400,26,1
2013-03-06,,8,4,9400,26,1
2013-03-06,,2,1,4000,11,1
2013-03-06,,2,1,4000,11,1
2013-03-06,,5,6,1300,5,1
2013-03-06,,5,6,1300,5,1
2013-03-06,,5,6,1300,5,1
2013-03-06,,2,5,1200,3,1
2013-03-07,JetBrains,77,3,23000,51,119
2013-03-07,JetBrains,77,3,23000,51,119
2013-03-07,,110,44,72300,292,113
2013-03-07,,110,44,72300,292,113
2013-03-07,,110,44,72300,292,113
2013-03-07,,142,19,69900,465,102
2013-03-07,,142,19,69900,465,102
2013-03-07,,548,10,162000,2033,90
2013-03-07,,548,10,162000,2033,90
2013-03-07,,548,10,162000,2033,90
2013-03-07,,5,6,5200,19,84
2013-03-07,,5,6,5200,19,84
2013-03-07,,5,6,5200,19,84
2013-03-07,,133,35,170000,1208,78
2013-03-07,,15,14,13200,65,64
2013-03-07,,15,14,13200,65,64
2013-03-07,,12,11,30200,128,53
2013-03-07,,12,11,30200,128,53
2013-03-07,,12,11,30200,128,53
2013-03-07,,110,14,19100,130,49
2013-03-07,,110,14,19100,130,49
2013-03-07,pt,48,4,20200,96,45
2013-03-07,pt,48,4,20200,96,45
2013-03-07,,41,8,25000,34,45
2013-03-07,,42,7,31600,18,44
2013-03-07,microsoft,16,6,11400,18,31
2013-03-07,microsoft,16,6,11400,18,31
2013-03-07,,67,5,41900,51,24
2013-03-07,,67,5,41900,51,24
2013-03-07,,49,4,10900,250,19
2013-03-07,,34,10,15700,7,16
2013-03-07,,15,1,5600,64,14
2013-03-07,,15,1,5600,64,14
2013-03-07,,17,1,6700,51,13
2013-03-07,,17,1,6700,51,13
2013-03-07,,17,1,6700,51,13
2013-03-07,,40,2,9600,165,9
2013-03-07,,40,2,9600,165,9
2013-03-07,,40,2,9600,165,9
2013-03-07,engineyard,4,3,3700,4,9
2013-03-07,engineyard,4,3,3700,4,9
2013-03-07,eset,36,2,5300,14,7
2013-03-07,,18,5,9600,10,5
2013-03-07,,18,5,9600,10,5
2013-03-07,,20,1,17700,144,3
2013-03-07,,20,1,17700,144,3
2013-03-07,,20,1,17700,144,3
2013-03-07,,13,2,3200,27,2
2013-03-07,,13,2,3200,27,2
2013-03-07,,3,11,1600,6,2
2013-03-07,,3,11,1600,6,2
2013-03-07,,5,4,4800,30,0
2013-03-07,,4,2,1900,9,0
2013-03-07,,4,2,1900,9,0
2013-03-07,,4,2,1900,9,0
2013-03-08,,157,45,66600,320,170
2013-03-08,,157,45,66600,320,170
2013-03-08,,160,20,58700,70,153
2013-03-08,,27,6,33000,25,65
2013-03-08,,78,16,15100,108,53
2013-03-08,,73,14,29800,126,37
2013-03-08,,73,14,29800,126,37
2013-03-08,,73,14,29800,126,37
2013-03-08,,29,2,22700,20,36
2013-03-08,eset,39,3,14200,14,31
2013-03-08,,22,22,5800,35,30
2013-03-08,,31,3,16400,137,23
2013-03-08,,31,3,16400,137,23
2013-03-08,,26,4,6900,37,21
2013-03-08,,26,4,6900,37,21
2013-03-08,,24,4,4800,153,14
2013-03-08,,24,4,4800,153,14
2013-03-08,,6,14,35000,62,14
2013-03-08,,6,14,35000,62,14
2013-03-08,,8,8,5600,8,8
2013-03-08,,14,2,3500,47,0
2013-03-09,,191,7,100000,244,132
2013-03-09,,117,15,62500,212,124
2013-03-09,,35,31,27200,152,85
2013-03-09,,35,31,27200,152,85
2013-03-09,,35,31,27200,152,85
2013-03-09,,94,13,68600,873,65
2013-03-09,,22,4,11900,19,40
2013-03-09,,22,4,11900,19,40
2013-03-09,,48,14,317,151,39
2013-03-09,,125,25,30200,19,27
2013-03-09,,18,34,13900,13,24
2013-03-09,,9,14,4200,18,23
2013-03-09,,50,15,29300,175,16
2013-03-09,,21,41,12500,28,13
2013-03-09,,21,41,12500,28,13
2013-03-09,,21,41,12500,28,13
2013-03-09,,3,8,4600,4,8
2013-03-09,zfort,35,7,25300,168,6
2013-03-09,zfort,35,7,25300,168,6
2013-03-10,,113,6,79700,59,125
2013-03-10,,113,6,79700,59,125
2013-03-10,,173,46,35500,109,69
2013-03-10,,39,15,35700,114,41
2013-03-10,,39,15,35700,114,41
2013-03-10,,55,13,58900,262,38
2013-03-10,,60,3,17500,6,34
2013-03-10,,60,3,17500,6,34
2013-03-10,pentestit,53,11,33100,34,31
2013-03-10,,38,8,49300,173,29
2013-03-10,,38,8,49300,173,29
2013-03-10,,95,11,17700,153,23
2013-03-10,,95,11,17700,153,23
2013-03-10,,95,11,17700,153,23
2013-03-10,,7,7,8000,27,21
2013-03-10,,7,7,8000,27,21
2013-03-10,,7,7,8000,27,21
2013-03-10,,15,9,22600,67,19
2013-03-10,,15,9,22600,67,19
2013-03-10,,37,3,18200,105,14
2013-03-10,,37,3,18200,105,14
2013-03-10,,37,3,18200,105,14
2013-03-10,,12,7,58400,112,6
2013-03-10,,12,7,58400,112,6
2013-03-10,,12,7,58400,112,6
2013-03-10,apps4all,8,5,17300,40,4
2013-03-11,,248,22,116000,192,221
2013-03-11,,204,9,141000,493,194
2013-03-11,,81,18,61200,91,135
2013-03-11,,64,50,41700,51,108
2013-03-11,apps4all,52,14,31500,16,96
2013-03-11,apps4all,52,14,31500,16,96
2013-03-11,2gis,88,5,34800,12,95
2013-03-11,,116,3,73600,549,94
2013-03-11,,116,3,73600,549,94
2013-03-11,,116,3,73600,549,94
2013-03-11,,34,5,13200,152,66
