2007-10-01,,14,7,192,0,42
2007-10-01,,7,3,1,0,13
2007-10-01,,6,2,108,0,6
2007-10-02,,39,8,345,24,144
2007-10-02,,19,4,118,5,59
2007-10-02,,8,1,543,2,8
2007-10-03,,37,6,168,9,93
2007-10-03,,18,12,126,3,56
2007-10-03,,17,5,442,3,21
2007-10-03,,16,1,363,9,14
2007-10-03,,8,6,146,0,11
2007-10-03,,10,1,261,5,7
2007-10-03,,1,3,103,0,4
2007-10-03,,10,4,158,0,2
2007-10-03,,1,4,84,0,2
2007-10-03,,1,3,108,0,0
2007-10-04,,14,3,1400,5,4
2007-10-05,,21,8,308,4,63
2007-10-05,,57,6,354,39,51
2007-10-05,,23,3,2400,55,47
2007-10-05,,7,1,11400,13,14
2007-10-05,,2,5,499,1,6
2007-10-05,,6,2,201,0,6
2007-10-05,,7,6,123,0,4
2007-10-06,,63,13,7700,34,481
2007-10-06,,18,3,124,0,66
2007-10-06,,27,12,537,55,36
2007-10-06,,11,5,155,0,26
2007-10-06,,5,3,108,1,4
2007-10-06,,4,1,1100,3,3
2007-10-07,,80,3,1200,12,119
2007-10-07,,28,1,874,3,58
2007-10-08,,58,4,1000,233,145
2007-10-08,,34,4,164,9,46
2007-10-08,,23,5,450,1,42
2007-10-08,,36,3,331,3,39
2007-10-08,,19,5,1200,6,36
2007-10-08,,13,7,639,1,10
2007-10-08,,9,2,1700,4,2
2007-10-08,,4,5,709,0,0
2007-10-09,,14,8,2100,16,98
2007-10-09,,38,4,162,6,87
2007-10-09,,25,1,4500,21,54
2007-10-09,,46,10,1200,36,41
2007-10-09,,18,4,89,0,32
2007-10-09,,15,2,489,0,22
2007-10-09,,6,1,194,0,1
2007-10-10,,21,10,240,5,71
2007-10-10,,9,12,17200,14,15
2007-10-10,,12,2,327,5,15
2007-10-10,,17,3,232,13,7
2007-10-10,,5,2,244,2,5
2007-10-11,,55,4,744,35,225
2007-10-11,,38,1,3600,16,29
2007-10-11,,11,5,147,0,25
2007-10-11,,17,3,109,0,23
2007-10-11,,20,5,352,54,12
2007-10-11,,28,3,410,4,12
2007-10-11,,7,2,572,2,9
2007-10-12,,23,10,156,2,48
2007-10-12,,4,5,179,1,23
2007-10-12,,8,1,185,2,15
2007-10-12,,25,2,290,1,8
2007-10-12,,3,3,116,0,5
2007-10-12,,6,1,318,3,4
2007-10-12,,6,0,130,0,1
2007-10-12,,7,2,3600,40,0
2007-10-12,,6,1,89,0,0
2007-10-13,,43,13,106,0,17
2007-10-13,,5,0,1500,8,3
2007-10-14,,15,12,132,1,68
2007-10-14,,49,16,147,5,59
2007-10-14,,9,7,447,42,52
2007-10-14,,24,2,122,0,10
2007-10-15,,30,2,232,3,201
2007-10-15,,32,3,408,1,34
2007-10-15,,19,6,1100,1,32
2007-10-15,,14,10,181,1,18
2007-10-15,,23,5,136,0,18
2007-10-15,,19,5,840,3,17
2007-10-15,,11,2,277,12,14
2007-10-16,,20,3,207,2,41
2007-10-16,,23,4,468,9,24
2007-10-16,,12,1,204,0,23
2007-10-16,,8,0,232,0,10
2007-10-16,,5,4,157,2,7
2007-10-16,,6,0,130,1,1
2007-10-17,,23,8,152,8,182
2007-10-17,,42,11,21600,8,179
2007-10-17,,25,2,281,1,29
2007-10-17,,13,0,202,1,28
2007-10-17,,21,15,255,2,20
2007-10-17,,18,4,475,5,16
2007-10-17,,9,4,167,1,11
2007-10-17,,7,4,134,0,7
2007-10-17,,11,6,165,0,6
2007-10-18,,43,6,2100,1,136
2007-10-18,,31,13,372,3,107
2007-10-18,,21,5,130,0,51
2007-10-18,,28,8,739,10,44
2007-10-18,,16,13,126,0,15
2007-10-19,,47,11,12100,67,255
2007-10-19,,38,5,4300,146,70
2007-10-19,,15,2,140,7,41
2007-10-19,,15,3,143,3,34
2007-10-19,,19,8,208,12,22
2007-10-19,,20,1,152,1,10
2007-10-19,,15,4,394,3,8
2007-10-19,,6,0,1000,13,6
2007-10-19,,16,3,151,0,4
2007-10-19,,5,0,236,0,2
2007-10-19,,0,0,109,0,0
2007-10-20,,55,25,1400,9,383
2007-10-20,,23,7,129,0,41
2007-10-20,,6,11,182,1,24
2007-10-21,,37,6,1100,3,116
2007-10-21,,23,9,134,0,36
2007-10-21,,4,1,176,1,3
2007-10-22,,36,9,887,10,225
2007-10-22,,49,2,4200,11,104
2007-10-22,,29,2,1500,23,48
2007-10-22,,26,3,134,6,44
2007-10-22,,16,14,676,5,28
2007-10-22,,31,7,147,1,27
2007-10-22,,17,11,124,1,27
2007-10-22,,16,6,76,0,22
2007-10-22,,24,2,954,12,18
2007-10-22,,2,5,133,0,2
2007-10-23,,25,3,275,6,160
2007-10-23,,17,2,636,2,43
2007-10-23,,11,3,1200,14,22
