2011-01-01,,85,14,14500,81,127
2011-01-01,,85,10,464,25,65
2011-01-01,,50,3,12600,81,50
2011-01-01,,170,55,2100,33,42
2011-01-01,,170,55,2100,33,42
2011-01-01,,40,14,6200,43,17
2011-01-01,,25,12,1900,38,12
2011-01-01,,45,6,7400,125,10
2011-01-01,,5,2,895,7,6
2011-01-01,,25,7,814,20,2
2011-01-01,,2,0,45500,16,2
2011-01-02,,56,13,491,1,98
2011-01-02,,69,15,12300,105,43
2011-01-02,,57,17,9100,44,43
2011-01-02,,47,9,6600,54,21
2011-01-02,,7,1,831,8,19
2011-01-02,,57,8,1300,119,17
2011-01-02,,54,11,30900,90,16
2011-01-02,,6,1,781,0,5
2011-01-03,,118,11,562,6,220
2011-01-03,,90,4,28700,75,82
2011-01-03,,90,4,28700,75,82
2011-01-03,,70,25,7800,20,75
2011-01-03,,93,15,4600,122,66
2011-01-03,,32,27,18000,9,65
2011-01-03,,43,11,20800,157,24
2011-01-03,,3,6,327,5,0
2011-01-04,,125,27,5400,169,195
2011-01-04,,81,14,5100,39,147
2011-01-04,,64,17,489,20,113
2011-01-04,,116,37,4100,110,91
2011-01-04,,57,10,5500,63,91
2011-01-04,,47,12,4200,58,61
2011-01-04,,54,3,21600,77,57
2011-01-04,,35,2,2600,48,49
2011-01-04,,46,18,3100,100,48
2011-01-04,,46,18,3100,100,48
2011-01-04,,31,11,2000,22,46
2011-01-04,,50,6,2300,68,41
2011-01-04,,49,10,7600,26,40
2011-01-04,,13,9,8000,28,37
2011-01-04,,31,5,179,4,35
2011-01-04,,31,3,15700,167,33
2011-01-04,,41,8,353,78,33
2011-01-04,,38,3,6400,58,26
2011-01-04,,40,10,5100,65,24
2011-01-04,,46,3,1500,30,23
2011-01-04,,12,17,3500,10,21
2011-01-04,,38,7,13000,71,15
2011-01-04,,37,15,1100,36,14
2011-01-04,,31,8,605,18,9
2011-01-04,,31,13,557,107,8
2011-01-04,,7,5,1800,10,5
2011-01-04,,0,0,2700,13,4
2011-01-04,,9,3,141,4,2
2011-01-04,,10,5,32200,36,1
2011-01-05,,35,2,4100,25,198
2011-01-05,,87,25,26500,106,179
2011-01-05,,85,38,194,45,123
2011-01-05,,250,1,31300,262,109
2011-01-05,,126,0,34300,518,108
2011-01-05,,124,12,80400,651,84
2011-01-05,,41,7,22100,126,81
2011-01-05,,50,0,5100,126,67
2011-01-05,,46,6,7100,100,60
2011-01-05,,88,9,2500,28,56
2011-01-05,,41,2,216000,566,50
2011-01-05,,81,15,2400,69,50
2011-01-05,,60,3,1900,25,48
2011-01-05,,81,15,87000,281,47
2011-01-05,,11,25,631,4,44
2011-01-05,,25,8,8000,66,40
2011-01-05,,48,24,5700,79,37
2011-01-05,,37,5,26400,22,37
2011-01-05,,155,4,18700,316,31
2011-01-05,,63,3,28600,163,28
2011-01-05,,16,9,14500,79,27
2011-01-05,,76,6,9100,226,26
2011-01-05,,64,5,11800,167,24
2011-01-05,,39,16,9200,41,23
2011-01-05,,31,16,12000,97,21
2011-01-05,,30,1,1400,54,20
2011-01-05,,31,2,18500,87,19
2011-01-05,,7,3,8600,30,17
2011-01-05,,34,2,1300,21,16
2011-01-05,,46,9,6700,60,15
2011-01-05,,11,5,2500,28,11
2011-01-05,,32,1,4500,48,10
2011-01-05,,21,2,3700,45,9
2011-01-05,,7,3,2600,13,9
2011-01-05,,27,3,40800,93,8
2011-01-05,,54,3,7400,79,8
2011-01-05,,9,4,6500,16,7
2011-01-05,,16,2,138,12,7
2011-01-05,,5,1,13300,19,6
2011-01-05,,23,5,5800,45,5
