2008-06-01,,59,4,254,26,120
2008-06-01,,42,3,961,59,88
2008-06-01,,20,9,163,0,58
2008-06-01,,64,2,9200,31,53
2008-06-01,,44,10,238,21,50
2008-06-01,,48,0,2700,123,44
2008-06-01,,27,2,1400,14,42
2008-06-01,,41,4,172,11,34
2008-06-01,,15,10,533,24,21
2008-06-01,,27,4,161,5,21
2008-06-02,,56,6,5300,64,95
2008-06-02,,49,24,1800,24,80
2008-06-02,,44,26,3300,2,68
2008-06-02,,96,4,1100,13,64
2008-06-02,,17,7,163,2,48
2008-06-02,,43,11,2900,31,28
2008-06-02,,48,5,791,28,23
2008-06-02,,35,0,395,23,19
2008-06-02,,14,4,124,4,19
2008-06-02,,11,12,1,0,14
2008-06-02,,52,1,1000,19,11
2008-06-02,,14,5,217,0,8
2008-06-02,,4,2,239,3,5
2008-06-02,,17,2,353,11,4
2008-06-02,,8,0,127,2,3
2008-06-02,,6,11,169,0,2
2008-06-02,,0,0,1,0,0
2008-06-02,,0,0,1,0,0
2008-06-02,,0,0,1,0,0
2008-06-02,,0,0,1,0,0
2008-06-02,,0,0,1,0,0
2008-06-03,,31,16,1,22,112
2008-06-03,,101,19,1,74,82
2008-06-03,,67,3,6200,52,71
2008-06-03,,61,4,1400,8,53
2008-06-03,,27,8,86,2,48
2008-06-03,,18,8,117,0,42
2008-06-03,,30,3,297,12,36
2008-06-03,,19,5,891,11,29
2008-06-03,,7,1,267,2,27
2008-06-03,,10,5,96,1,27
2008-06-03,,17,6,104,1,23
2008-06-03,,30,6,94,1,21
2008-06-03,,27,4,5700,40,18
2008-06-03,,12,0,1800,53,17
2008-06-03,,45,7,168,18,16
2008-06-03,,16,3,415,1,15
2008-06-03,,7,4,175,1,15
2008-06-03,,7,2,321,1,11
2008-06-03,,6,2,129,2,7
2008-06-03,,18,1,160,7,6
2008-06-03,,14,8,339,0,5
2008-06-03,,13,1,485,1,0
2008-06-03,,0,0,119,0,0
2008-06-03,,5,1,89,0,0
2008-06-04,,26,12,170,5,125
2008-06-04,,81,11,158,2,120
2008-06-04,,60,0,990,14,85
2008-06-04,,32,6,21900,95,84
2008-06-04,,35,4,1100,30,59
2008-06-04,,66,3,349,67,45
2008-06-04,,58,19,140,2,45
2008-06-04,,16,1,3200,31,42
2008-06-04,,16,1,766,31,30
2008-06-04,,1,0,112,2,25
2008-06-04,,34,5,159,7,18
2008-06-04,,15,3,3100,32,15
2008-06-04,,25,2,159,7,15
2008-06-04,,8,4,169,4,15
2008-06-04,,17,1,2200,19,11
2008-06-04,,7,0,270,4,0
2008-06-05,,110,10,921,32,257
2008-06-05,,102,15,18000,330,122
2008-06-05,,64,1,176,16,107
2008-06-05,,41,6,582,5,90
2008-06-05,,81,29,195,11,85
2008-06-05,,51,37,135,4,78
2008-06-05,,40,5,465,7,49
2008-06-05,,26,6,3300,30,41
2008-06-05,,14,2,178,4,15
2008-06-05,,7,7,219,2,15
2008-06-05,,17,7,271,5,14
2008-06-05,,25,4,257,20,10
2008-06-05,,23,0,148,4,10
2008-06-05,,3,0,166,1,10
2008-06-05,,1,0,213,2,9
2008-06-05,,17,8,175,5,6
2008-06-05,,11,9,331,3,6
2008-06-05,,8,0,1000,4,1
2008-06-06,,29,6,140,1,135
2008-06-06,,72,3,859,27,130
2008-06-06,,72,3,859,27,130
2008-06-06,,11,16,174,3,109
2008-06-06,,48,25,131,8,80
2008-06-06,,22,8,127,0,52
2008-06-06,,39,7,111,10,50
2008-06-06,,33,0,789,85,33
2008-06-06,,41,0,10500,54,31
2008-06-06,,21,11,167,2,26
2008-06-06,,36,9,132,9,24
2008-06-06,,8,2,552,5,15
2008-06-06,,8,0,351,4,5
2008-06-07,,28,3,1200,30,104
2008-06-07,,54,5,204,28,68
2008-06-07,,35,12,1,1,51
2008-06-07,,26,14,161,3,33
2008-06-07,,11,5,252,1,0
2008-06-07,,5,0,108,1,0
2008-06-08,,23,15,1400,22,84
2008-06-08,,68,7,8700,298,63
2008-06-08,,111,3,1300,27,51
2008-06-08,,72,3,1100,23,49
2008-06-08,,45,3,1500,77,38
2008-06-08,,20,6,7200,28,37
2008-06-08,,96,6,1900,21,36
2008-06-08,,33,13,181,5,24
2008-06-08,,3,8,121,1,8
2008-06-08,,5,1,1600,14,5
2008-06-09,,52,33,557,4,309
2008-06-09,,53,9,86800,262,93
2008-06-09,,47,19,1700,79,64
2008-06-09,,59,4,11200,108,55
2008-06-09,,19,6,455,5,39
2008-06-09,,56,5,4100,49,34
2008-06-09,,17,11,2900,10,27
2008-06-09,,11,4,781,29,23
2008-06-09,,23,9,178,0,22
2008-06-09,,8,1,567,4,12
2008-06-09,,6,1,638,3,7
2008-06-09,,32,2,676,2,7
2008-06-10,,42,4,6400,5,129
2008-06-10,,62,5,615,58,121
2008-06-10,,41,16,150,2,116
2008-06-10,,26,25,141,2,48
2008-06-10,,33,7,461,7,45
2008-06-10,,29,3,12800,52,42
2008-06-10,,8,6,106,0,27
2008-06-10,,19,6,2600,14,23
2008-06-10,,13,7,1400,14,16
2008-06-10,,11,5,184,0,12
2008-06-10,,4,1,194,4,11
2008-06-10,,9,2,160,2,8
2008-06-10,,9,6,147,0,7
2008-06-10,,5,3,129,0,0
2008-06-10,,6,1,104,0,0
2008-06-11,,32,13,200,2,98
2008-06-11,,51,5,287,6,58
2008-06-11,,25,4,941,5,54
2008-06-11,,24,4,2300,40,29
2008-06-11,,22,9,246,6,18
2008-06-11,,22,0,377,36,11
2008-06-11,,14,7,141,3,11
2008-06-11,,9,4,163,0,3
2008-06-12,,90,12,375,4,353
2008-06-12,,57,28,1100,16,157
2008-06-12,,88,20,178,2,146
2008-06-12,,57,6,319,17,47
2008-06-12,,23,10,312,6,20
2008-06-12,,18,3,34200,54,18
2008-06-12,,7,6,157,0,18
2008-06-12,,16,0,500,7,10
2008-06-12,,6,14,115,0,8
2008-06-13,,75,10,777,3,130
2008-06-13,,18,12,289,0,39
2008-06-13,,10,6,372,2,30
2008-06-13,,37,9,213,5,25
2008-06-13,,16,5,502,3,11
2008-06-13,,16,5,502,3,11
2008-06-14,,82,11,310,6,155
2008-06-14,,39,10,553,24,121
2008-06-14,,34,4,567,13,80
2008-06-14,,16,11,140,6,74
2008-06-14,,26,4,2000,23,37
2008-06-14,,27,8,569,13,34
2008-06-14,,55,6,500,77,26
2008-06-14,,48,5,5500,43,26
2008-06-14,,0,1,167,0,2
2008-06-15,,63,11,1200,37,254
2008-06-15,,38,7,10000,88,45
2008-06-15,,22,9,176,0,45
2008-06-15,,40,8,2000,24,35
2008-06-15,,32,8,214,14,22
2008-06-15,,5,15,202,0,1
2008-06-15,,4,1,147,1,0
2008-06-16,,65,32,227,13,188
2008-06-16,,42,7,164,17,111
2008-06-16,,17,4,526,12,80
2008-06-16,,67,8,239,19,69
2008-06-16,,22,5,268,37,33
2008-06-16,,45,5,582,41,26
2008-06-16,,25,5,207,5,24
2008-06-16,,8,2,3100,14,3
2008-06-17,,107,26,165,5,362
2008-06-17,,89,38,246,6,206
2008-06-17,,73,0,184,9,91
2008-06-17,,41,18,145,6,70
2008-06-17,,32,5,9800,27,66
2008-06-17,,49,5,2800,13,62
2008-06-17,,106,10,29600,232,57
2008-06-17,,34,7,730,32,55
2008-06-17,,35,2,37500,71,51
2008-06-17,,41,7,5700,33,44
2008-06-17,,24,3,746,4,35
2008-06-17,,33,3,208,3,27
2008-06-17,,33,3,1200,49,26
2008-06-17,,33,13,187,6,18
2008-06-17,,10,2,3100,4,14
2008-06-17,,8,0,495,2,11
2008-06-17,,6,1,439,4,10
2008-06-17,,10,7,227,1,10
2008-06-17,,11,13,128,0,9
2008-06-17,,8,1,481,4,8
2008-06-17,,18,1,192,0,5
2008-06-17,,0,0,2600,11,2
2008-06-17,,1,0,116,0,1
2008-06-17,,5,1,246,1,0
2008-06-18,,105,16,1400,112,183
2008-06-18,,114,13,608,31,125
2008-06-18,,69,20,187,3,103
2008-06-18,,37,12,150,41,48
2008-06-18,,29,7,224,3,46
2008-06-18,,27,1,316,31,40
2008-06-18,,29,2,409,21,39
2008-06-18,,44,30,144,3,30
2008-06-18,,52,3,1800,21,29
2008-06-18,,23,4,248,47,19
2008-06-18,,19,5,158,1,15
2008-06-18,,27,6,840,20,13
2008-06-18,,29,9,108,0,13
2008-06-18,,9,5,230,0,5
2008-06-18,,8,7,177,0,5
2008-06-18,,4,0,962,8,3
2008-06-18,,4,0,962,8,3
2008-06-19,,20,3,227,2,53
