2013-10-01,,236,84,64900,103,445
2013-10-01,yandex,88,9,59100,66,155
2013-10-01,yandex,88,9,59100,66,155
2013-10-01,,20,3,23100,19,87
2013-10-01,,20,3,23100,19,87
2013-10-01,,76,10,48000,127,72
2013-10-01,,76,10,48000,127,72
2013-10-01,,76,10,48000,127,72
2013-10-01,,240,2,161000,861,69
2013-10-01,,240,2,161000,861,69
2013-10-01,,13,8,24900,187,54
2013-10-01,JetBrains,34,3,11100,34,52
2013-10-01,JetBrains,34,3,11100,34,52
2013-10-01,JetBrains,34,3,11100,34,52
2013-10-01,,22,1,54900,40,50
2013-10-01,pvs-studio,130,53,42200,48,49
2013-10-01,pvs-studio,130,53,42200,48,49
2013-10-01,,61,11,26500,6,49
2013-10-01,,64,1,49100,442,46
2013-10-01,,12,17,24000,99,46
2013-10-01,,12,17,24000,99,46
2013-10-01,,12,17,24000,99,46
2013-10-01,,53,14,11300,93,46
2013-10-01,,54,15,36400,102,43
2013-10-01,,54,15,36400,102,43
2013-10-01,,20,3,7200,78,41
2013-10-01,,84,8,27500,38,38
2013-10-01,selectel,14,8,8700,9,36
2013-10-01,,39,14,29500,49,35
2013-10-01,ifree,161,4,71300,677,34
2013-10-01,ifree,161,4,71300,677,34
2013-10-01,,15,4,18700,193,32
2013-10-01,,15,4,18700,193,32
2013-10-01,,15,4,18700,193,32
2013-10-01,turbomilk,51,9,9600,65,29
2013-10-01,,15,11,7100,42,29
2013-10-01,,15,11,7100,42,29
2013-10-01,,15,11,7100,42,29
2013-10-01,kamagames,23,7,19700,185,20
2013-10-01,kamagames,23,7,19700,185,20
2013-10-01,,35,1,19400,209,19
2013-10-01,,35,1,19400,209,19
2013-10-01,,35,1,19400,209,19
2013-10-01,,40,2,4000,28,19
2013-10-01,,8,19,2200,2,19
2013-10-01,SECL_GROUP,8,4,35500,71,18
2013-10-01,SECL_GROUP,8,4,35500,71,18
2013-10-01,,7,5,4200,30,18
2013-10-01,,38,2,13400,128,16
2013-10-01,,38,2,13400,128,16
2013-10-01,,38,2,13400,128,16
2013-10-01,rik,12,12,20500,58,15
2013-10-01,,5,0,2900,14,15
