2012-01-01,,75,5,7600,338,70
2012-01-01,,63,20,2800,30,57
2012-01-01,kolibrios,41,2,6700,30,55
2012-01-01,kolibrios,41,2,6700,30,55
2012-01-01,,36,8,1500,28,38
2012-01-01,,94,9,427,39,9
2012-01-01,,21,4,15000,92,8
2012-01-01,,30,4,5800,23,4
2012-01-01,,30,4,5800,23,4
2012-01-02,,73,25,2800,11,166
2012-01-02,,60,16,21700,86,80
2012-01-02,,45,15,13100,247,74
2012-01-02,,26,7,778,27,38
2012-01-02,,122,12,2400,202,31
2012-01-02,,53,7,4600,110,30
2012-01-02,,78,6,2800,78,24
2012-01-02,,23,0,17900,71,23
2012-01-02,,49,6,12300,186,19
2012-01-02,,18,5,445,3,13
2012-01-02,,15,9,2800,47,12
2012-01-02,,20,2,280,5,2
2012-01-02,,20,2,280,5,2
2012-01-03,,33,6,1300,57,75
2012-01-03,,53,8,4000,185,46
2012-01-03,,95,23,1400,193,39
2012-01-03,,21,8,1400,36,36
2012-01-03,,90,19,532,15,35
2012-01-03,,79,27,4300,132,33
2012-01-03,,45,8,31100,325,29
2012-01-03,,56,2,10000,234,25
2012-01-03,,27,3,6700,90,16
2012-01-03,,30,8,5100,39,15
2012-01-03,,9,17,150,3,15
2012-01-03,,10,7,492,3,14
2012-01-03,,21,4,20000,99,12
2012-01-03,,5,3,24000,84,10
2012-01-03,,7,2,6300,48,10
2012-01-03,,7,2,6300,48,10
2012-01-03,,24,8,654,3,9
2012-01-03,,18,1,3800,87,2
2012-01-03,,0,1,301,0,0
2012-01-04,,61,5,1400,53,86
2012-01-04,,14,3,3400,25,51
2012-01-04,,65,5,5300,83,40
2012-01-04,,35,0,2100,45,38
2012-01-04,,35,0,2100,45,38
2012-01-04,,47,6,4000,143,36
2012-01-04,,54,18,1200,27,30
2012-01-04,,30,8,525,22,24
2012-01-04,,10,6,321,4,24
2012-01-04,,20,7,3600,91,20
2012-01-04,,4,2,206,2,14
2012-01-04,,13,17,22800,5,11
2012-01-05,,137,21,3700,100,257
2012-01-05,,44,16,1300,129,195
2012-01-05,,163,23,4000,79,186
2012-01-05,,60,26,431,17,102
2012-01-05,,140,15,57800,1392,88
2012-01-05,,73,1,24600,320,71
2012-01-05,,73,1,24600,320,71
2012-01-05,,48,5,8200,108,52
2012-01-05,,25,7,3200,34,25
2012-01-05,,22,28,197,9,25
2012-01-05,,30,2,1600,43,18
2012-01-05,,20,1,633,7,13
2012-01-05,,33,4,116,24,9
2012-01-05,,1,0,1100,9,8
2012-01-05,,26,2,878,33,6
2012-01-05,,32,1,2700,43,5
2012-01-05,,5,2,4000,32,3
2012-01-05,,10,10,70,1,1
2012-01-05,,5,1,508,16,0
2012-01-05,,8,8,57,1,0
2012-01-06,,50,6,430,34,81
2012-01-06,,65,11,2000,13,75
2012-01-06,,30,4,11000,113,59
2012-01-06,,60,10,1800,5,55
2012-01-06,,217,7,18400,816,52
2012-01-06,,31,6,1700,19,51
2012-01-06,,26,5,3500,45,34
2012-01-06,,36,2,5400,123,33
2012-01-06,,26,4,4000,87,24
2012-01-06,,6,13,111,2,23
2012-01-06,kanobu,29,10,8900,9,18
2012-01-06,,32,8,356,12,12
2012-01-06,,28,7,1200,43,9
2012-01-06,,8,2,561,3,1
2012-01-07,,108,40,54300,334,152
2012-01-07,,113,6,15000,275,74
2012-01-07,,50,5,1200,108,69
2012-01-07,,64,8,37200,255,67
2012-01-07,,79,7,1700,87,50
2012-01-07,,89,5,31100,542,48
2012-01-07,,27,16,2700,103,47
2012-01-07,,143,5,5500,306,31
2012-01-07,,73,0,10600,276,24
2012-01-07,,23,17,973,15,23
2012-01-07,,78,4,19600,172,22
